Stamp, Max volume, Current volume, Procentage
0.258443, 2988, 7.35, 0.00245984
0.358443, 2988, 7.35, 0.00245984
0.658443, 2988, 7.35, 0.00245984
1.05844, 2988, 7.35, 0.00245984
1.45844, 2988, 7.374, 0.00246787
1.85844, 2988, 7.393, 0.00247423
2.25844, 2988, 7.431, 0.00248695
2.55844, 2988, 7.441, 0.00249029
2.95844, 2988, 7.441, 0.00249029
3.25844, 2988, 7.441, 0.00249029
3.65844, 2988, 7.441, 0.00249029
4.05844, 2988, 7.441, 0.00249029
4.35844, 2988, 7.441, 0.00249029
4.85844, 2988, 7.441, 0.00249029
5.25844, 2988, 7.441, 0.00249029
5.65844, 2988, 7.441, 0.00249029
6.05844, 2988, 7.443, 0.00249096
6.65844, 2988, 7.443, 0.00249096
7.05844, 2988, 7.443, 0.00249096
7.35844, 2988, 7.443, 0.00249096
7.75844, 2988, 7.443, 0.00249096
8.25844, 2988, 7.443, 0.00249096
8.75844, 2988, 7.443, 0.00249096
9.05844, 2988, 7.443, 0.00249096
9.45844, 2988, 7.453, 0.00249431
9.95844, 2988, 7.461, 0.00249699
10.2584, 2988, 7.461, 0.00249699
10.7584, 2988, 7.461, 0.00249699
11.1584, 2988, 7.461, 0.00249699
11.5584, 2988, 7.466, 0.00249866
11.9584, 2988, 7.466, 0.00249866
12.4584, 2988, 7.466, 0.00249866
12.8584, 2988, 7.466, 0.00249866
13.2584, 2988, 7.466, 0.00249866
13.8584, 2988, 7.468, 0.00249933
14.4584, 2988, 7.468, 0.00249933
14.8584, 2988, 7.468, 0.00249933
15.3584, 2988, 7.468, 0.00249933
15.7584, 2988, 7.468, 0.00249933
16.1584, 2988, 7.468, 0.00249933
16.6604, 2988, 7.468, 0.00249933
17.1584, 2988, 7.468, 0.00249933
17.7584, 2988, 7.468, 0.00249933
18.2584, 2988, 7.468, 0.00249933
18.6584, 2988, 7.468, 0.00249933
19.0584, 2988, 7.468, 0.00249933
19.5584, 2988, 7.468, 0.00249933
20.1584, 2988, 7.469, 0.00249967
20.5584, 2988, 7.469, 0.00249967
20.9584, 2988, 7.469, 0.00249967
21.4584, 2988, 7.469, 0.00249967
21.8584, 2988, 7.469, 0.00249967
22.3584, 2988, 7.469, 0.00249967
22.8584, 2988, 7.469, 0.00249967
23.3584, 2988, 7.469, 0.00249967
23.8584, 2988, 7.469, 0.00249967
24.3584, 2988, 7.469, 0.00249967
24.7584, 2988, 7.469, 0.00249967
25.2584, 2988, 7.469, 0.00249967
25.6584, 2988, 7.469, 0.00249967
26.1584, 2988, 7.469, 0.00249967
26.5584, 2988, 7.469, 0.00249967
27.0584, 2988, 7.469, 0.00249967
27.5584, 2988, 7.469, 0.00249967
27.9584, 2988, 7.469, 0.00249967
28.6584, 2988, 7.469, 0.00249967
29.1584, 2988, 7.469, 0.00249967
29.6584, 2988, 7.469, 0.00249967
30.1584, 2988, 7.469, 0.00249967
30.6584, 2988, 7.469, 0.00249967
31.1584, 2988, 7.469, 0.00249967
31.6584, 2988, 7.469, 0.00249967
32.0584, 2988, 7.47, 0.0025
32.4584, 2988, 7.472, 0.00250067
33.2584, 2988, 7.474, 0.00250134
33.6584, 2988, 7.474, 0.00250134
34.0584, 2988, 7.474, 0.00250134
34.4584, 2988, 7.474, 0.00250134
35.0584, 2988, 7.474, 0.00250134
35.5584, 2988, 7.474, 0.00250134
36.1584, 2988, 7.474, 0.00250134
36.5584, 2988, 7.474, 0.00250134
36.9584, 2988, 7.474, 0.00250134
37.5584, 2988, 7.474, 0.00250134
38.1584, 2988, 7.474, 0.00250134
38.6584, 2988, 7.474, 0.00250134
39.0584, 2988, 7.474, 0.00250134
39.6584, 2988, 7.474, 0.00250134
40.1584, 2988, 7.474, 0.00250134
40.5584, 2988, 7.474, 0.00250134
40.8724, 2988, 7.474, 0.00250134
