Stamp, X, Y, Z, Yaw
0, -0.00376587, -0.00245612, 0.0187073, -0.0294063
0.0360345, -0.00377867, -0.00249929, 0.0190695, -0.0293914
0.0710345, -0.00379121, -0.0025321, 0.0195489, -0.0293898
0.102034, -0.00380232, -0.00256044, 0.0200513, -0.0293836
0.135072, -0.00381334, -0.00257978, 0.0205117, -0.0293733
0.168072, -0.00378563, -0.002691, 0.0208043, -0.0293697
0.204072, -0.00375311, -0.00281757, 0.0210965, -0.0293507
0.238117, -0.0037317, -0.00289925, 0.0212989, -0.0293239
0.267117, -0.00371168, -0.00297206, 0.0212719, -0.0293178
0.305117, -0.00369695, -0.00302413, 0.021055, -0.0293009
0.335164, -0.00376815, -0.00305645, 0.0209192, -0.029288
0.372164, -0.0039527, -0.00306166, 0.0209619, -0.0292844
0.409164, -0.00409156, -0.00304842, 0.0209482, -0.0292736
0.442212, -0.00421792, -0.0030357, 0.0205878, -0.0292606
0.471212, -0.00433496, -0.0030195, 0.0202302, -0.0292534
0.508212, -0.00445012, -0.00298819, 0.0198489, -0.0292396
0.543261, -0.00451561, -0.00306091, 0.0195613, -0.0292256
0.573261, -0.00455553, -0.00312307, 0.0194583, -0.0292231
0.607261, -0.00459889, -0.00316617, 0.0193767, -0.0292285
0.638313, -0.0046373, -0.0032049, 0.0192455, -0.0292277
0.671313, -0.00467687, -0.00323082, 0.0192468, -0.0292235
0.712313, -0.00472563, -0.00324963, 0.0194747, -0.0292146
0.746366, -0.00477816, -0.00332928, 0.019436, -0.0292042
0.843419, -0.00493461, -0.00355991, 0.0186027, -0.0291759
0.877419, -0.00498463, -0.0036092, 0.0184929, -0.0291704
0.910419, -0.00503045, -0.00365142, 0.0184548, -0.0291418
0.944471, -0.00502959, -0.00384938, 0.0185402, -0.0291031
0.980471, -0.00501034, -0.00413576, 0.0186913, -0.0290783
1.00747, -0.00500592, -0.00428539, 0.0187001, -0.0290347
1.04653, -0.00499476, -0.00451778, 0.0190563, -0.0290051
1.07753, -0.00498997, -0.00468218, 0.0195526, -0.028982
1.11253, -0.00499043, -0.00482744, 0.0200697, -0.0289566
1.14559, -0.00500539, -0.00505614, 0.0205667, -0.0289272
1.21159, -0.00505053, -0.00537825, 0.0216043, -0.0289036
1.24468, -0.0050717, -0.00551428, 0.0223242, -0.02888
1.27768, -0.0050929, -0.00563636, 0.0229636, -0.0288776
1.31379, -0.00511617, -0.00574329, 0.0234907, -0.0288678
1.34579, -0.00513702, -0.00583846, 0.0237357, -0.0288577
1.38579, -0.00516231, -0.00594295, 0.02379, -0.0288525
1.41989, -0.005137, -0.00576328, 0.0239034, -0.02885
1.45489, -0.00508775, -0.0054569, 0.0241951, -0.0288525
1.48389, -0.00506876, -0.00527866, 0.0243922, -0.0288537
1.52001, -0.00504395, -0.00505541, 0.0246451, -0.0288621
1.58601, -0.0049919, -0.00460308, 0.0255918, -0.0288809
1.6171, -0.00499933, -0.00452787, 0.0258535, -0.0288947
1.6501, -0.00500898, -0.00444911, 0.0259112, -0.0289003
1.6821, -0.00501889, -0.00436959, 0.026052, -0.028901
1.71819, -0.00503145, -0.00428675, 0.0262513, -0.0288993
1.75719, -0.00504497, -0.00418829, 0.0264832, -0.0289044
1.79019, -0.00505801, -0.00410714, 0.0267592, -0.0289045
1.82428, -0.00501352, -0.00401201, 0.0269828, -0.0289037
1.85028, -0.00498511, -0.00393917, 0.0271989, -0.0289201
1.88828, -0.00493951, -0.00382966, 0.0277586, -0.0289296
1.91638, -0.00491887, -0.0037582, 0.0281744, -0.0289468
1.99038, -0.00486414, -0.0035621, 0.0296937, -0.028968
2.02548, -0.00477221, -0.00326218, 0.0304686, -0.0289802
2.05448, -0.00470879, -0.00303247, 0.0309344, -0.0289946
2.09148, -0.00463971, -0.00275836, 0.0313255, -0.0290074
2.12558, -0.00459238, -0.00254492, 0.0315668, -0.0290499
2.15158, -0.00456186, -0.00238403, 0.031807, -0.0290812
2.19158, -0.00458105, -0.00214174, 0.0322147, -0.0290935
2.2247, -0.00463161, -0.00195508, 0.0323927, -0.0291162
2.2627, -0.00469193, -0.00173147, 0.0327176, -0.0291317
2.2927, -0.00473175, -0.00158252, 0.0329085, -0.0291358
2.33082, -0.0047886, -0.00137201, 0.033206, -0.0291408
2.35782, -0.00482594, -0.0012349, 0.0335671, -0.0291295
2.42993, -0.00483774, -0.000717054, 0.0341908, -0.0291096
2.46193, -0.00482816, -0.000466524, 0.0343516, -0.0290851
2.49393, -0.00482263, -0.000223033, 0.0344352, -0.0290712
2.52706, -0.00482084, 1.24771e-05, 0.0340955, -0.0290335
2.56206, -0.00482401, 0.000249455, 0.033824, -0.0289878
2.59506, -0.00464031, 0.000301041, 0.0335949, -0.0289706
2.6352, -0.00443339, 0.000370767, 0.033351, -0.0289345
2.6652, -0.00428414, 0.000430735, 0.0332229, -0.0289077
2.6952, -0.0041478, 0.000496546, 0.0331785, -0.0288957
2.76635, -0.00389371, 0.000629625, 0.0335972, -0.0288571
2.80251, -0.00383834, 0.000572271, 0.0337766, -0.0288503
2.83151, -0.00378578, 0.000511688, 0.0338229, -0.028834
2.86451, -0.00373843, 0.000478745, 0.0338521, -0.0288334
2.90269, -0.00369554, 0.000476139, 0.0339888, -0.0288283
2.93769, -0.00364477, 0.000448969, 0.0340763, -0.0288139
2.96969, -0.0036401, 0.000429145, 0.0339645, -0.0287938
3.00488, -0.00364542, 0.000418572, 0.0338894, -0.0287851
3.03388, -0.00364918, 0.000403723, 0.0339624, -0.0287615
3.10308, -0.00365537, 0.000413632, 0.0345182, -0.0287072
3.13308, -0.00364743, 0.000421997, 0.0346125, -0.0286784
3.17008, -0.00361195, 0.000436964, 0.0345598, -0.0286667
3.20829, -0.00357968, 0.000459747, 0.0344253, -0.0286716
3.23529, -0.00355727, 0.000482733, 0.0343116, -0.0286752
3.27029, -0.00352272, 0.000496523, 0.0340461, -0.028675
3.30551, -0.00349746, 0.000536731, 0.0338738, -0.0286776
3.34051, -0.00347382, 0.000585065, 0.033713, -0.0286755
3.37251, -0.0034936, 0.000480445, 0.0336692, -0.0286824
3.41074, -0.00351523, 0.000364512, 0.0332463, -0.0286891
3.50996, -0.00355481, 0.000216228, 0.0324361, -0.0287401
3.53996, -0.00353657, 8.09871e-05, 0.0320753, -0.0287672
3.57319, -0.00351042, -5.89494e-05, 0.0317616, -0.0288034
3.61019, -0.00348562, -0.000166602, 0.0314518, -0.0288222
3.64519, -0.00345858, -0.000305022, 0.0311661, -0.0288565
3.67942, -0.00343812, -0.000382328, 0.0310708, -0.0288947
3.71342, -0.00341852, -0.000439213, 0.0309867, -0.0289098
3.74142, -0.00337668, -0.000512222, 0.0308778, -0.0289425
