Stamp, Max volume, Current volume, Procentage
-0.01, 2988, 6.802, 0.00227644
0.19, 2988, 6.807, 0.00227811
0.69, 2988, 6.839, 0.00228882
1.39, 2988, 6.869, 0.00229886
1.89, 2988, 6.879, 0.00230221
2.59, 2988, 6.887, 0.00230489
3.09, 2988, 6.904, 0.00231058
3.49, 2988, 6.904, 0.00231058
4.19, 2988, 6.904, 0.00231058
4.69, 2988, 6.904, 0.00231058
5.09, 2988, 6.904, 0.00231058
5.594, 2988, 6.904, 0.00231058
6.09, 2988, 6.92, 0.00231593
6.59, 2988, 6.936, 0.00232129
7.09, 2988, 6.936, 0.00232129
7.79, 2988, 6.936, 0.00232129
8.39, 2988, 6.936, 0.00232129
8.79, 2988, 6.936, 0.00232129
9.29, 2988, 6.936, 0.00232129
9.89, 2988, 6.937, 0.00232162
10.39, 2988, 6.937, 0.00232162
10.89, 2988, 6.937, 0.00232162
11.39, 2988, 6.937, 0.00232162
11.89, 2988, 6.937, 0.00232162
12.29, 2988, 6.937, 0.00232162
12.79, 2988, 6.939, 0.00232229
13.19, 2988, 6.939, 0.00232229
13.69, 2988, 6.939, 0.00232229
14.09, 2988, 6.94, 0.00232262
14.59, 2988, 6.948, 0.0023253
15.09, 2988, 6.948, 0.0023253
15.49, 2988, 6.948, 0.0023253
16.19, 2988, 6.948, 0.0023253
16.69, 2988, 6.948, 0.0023253
17.09, 2988, 6.948, 0.0023253
17.49, 2988, 6.948, 0.0023253
17.99, 2988, 6.948, 0.0023253
18.49, 2988, 6.948, 0.0023253
18.894, 2988, 6.948, 0.0023253
19.49, 2988, 6.948, 0.0023253
20.19, 2988, 6.961, 0.00232965
20.59, 2988, 6.961, 0.00232965
21.09, 2988, 6.969, 0.00233233
21.69, 2988, 6.975, 0.00233434
22.09, 2988, 6.999, 0.00234237
22.69, 2988, 7.017, 0.00234839
23.19, 2988, 7.017, 0.00234839
23.69, 2988, 7.017, 0.00234839
24.19, 2988, 7.464, 0.00249799
24.59, 2988, 8.092, 0.00270817
25.09, 2988, 8.699, 0.00291131
25.492, 2988, 9.194, 0.00307697
26.49, 2988, 36.854, 0.012334
27.49, 2988, 57.129, 0.0191195
28.19, 2988, 59.959, 0.0200666
28.89, 2988, 61.904, 0.0207175
29.49, 2988, 63.951, 0.0214026
29.89, 2988, 65.855, 0.0220398
30.19, 2988, 66.932, 0.0224003
30.59, 2988, 68.093, 0.0227888
30.89, 2988, 68.938, 0.0230716
31.39, 2988, 70.391, 0.0235579
31.69, 2988, 70.86, 0.0237149
31.99, 2988, 71.156, 0.0238139
32.29, 2988, 71.469, 0.0239187
32.79, 2988, 71.849, 0.0240459
33.19, 2988, 72.047, 0.0241121
33.59, 2988, 72.161, 0.0241503
34.19, 2988, 72.256, 0.0241821
34.99, 2988, 72.359, 0.0242165
35.792, 2988, 73.869, 0.0247219
36.99, 2988, 74.542, 0.0249471
37.79, 2988, 75.833, 0.0253792
38.69, 2988, 75.833, 0.0253792
39.89, 2988, 87.916, 0.029423
40.69, 2988, 99.707, 0.0333691
41.89, 2988, 107.673, 0.0360351
