Stamp, X, Y, Z, Yaw
0, -0.00422904, -0.00558079, 0.0141779, -0.0282573
0.039, -0.00421829, -0.00576753, 0.0140862, -0.0282685
0.069, -0.00417702, -0.00583972, 0.0140598, -0.0282754
0.104762, -0.00414006, -0.00591419, 0.0140953, -0.0282801
0.141762, -0.00409749, -0.00600225, 0.014232, -0.0282815
0.175762, -0.004068, -0.0060778, 0.0142878, -0.0282954
0.209517, -0.00404034, -0.00614839, 0.0143776, -0.0283185
0.245517, -0.00399647, -0.00618312, 0.014472, -0.0283322
0.277517, -0.00393737, -0.00617666, 0.0145357, -0.028359
0.315266, -0.00388373, -0.00617971, 0.0147066, -0.0283682
0.347266, -0.00382143, -0.00617288, 0.0150024, -0.028381
0.377266, -0.00378783, -0.00618769, 0.0152344, -0.0283884
0.41201, -0.00374539, -0.006199, 0.0155426, -0.0283993
0.44701, -0.00369758, -0.00619847, 0.0159179, -0.0283965
0.48401, -0.00361262, -0.00612742, 0.0164623, -0.0283987
0.518758, -0.00355123, -0.00608385, 0.0167802, -0.0283888
0.552758, -0.00350832, -0.00606696, 0.0170254, -0.0283864
0.584758, -0.00344236, -0.00602211, 0.0176278, -0.0283798
0.622499, -0.00339302, -0.00600236, 0.018138, -0.0283637
0.649499, -0.00332705, -0.00601172, 0.0185966, -0.0283531
0.689499, -0.00324278, -0.00604693, 0.0195094, -0.0283365
0.724234, -0.00318056, -0.00607581, 0.0203654, -0.0283142
0.756234, -0.00312317, -0.00610536, 0.021066, -0.0282813
0.786234, -0.00307027, -0.0061321, 0.0216974, -0.0282656
0.823234, -0.00301942, -0.00616967, 0.0221816, -0.0282451
0.853234, -0.00295605, -0.00622601, 0.0226698, -0.0282379
0.891234, -0.00287621, -0.00630613, 0.0233133, -0.0282284
0.928968, -0.00281681, -0.00636909, 0.0240161, -0.0282237
0.955968, -0.00277417, -0.00641807, 0.0246231, -0.0282232
0.994699, -0.0027201, -0.00648252, 0.0253533, -0.0282375
1.0317, -0.0026596, -0.00654974, 0.026117, -0.0282602
1.0647, -0.00265644, -0.00654384, 0.0267133, -0.0282739
1.0897, -0.00266327, -0.0065281, 0.027326, -0.0283141
1.1277, -0.00267285, -0.00650403, 0.0283699, -0.028359
1.1627, -0.00267635, -0.00649491, 0.0293076, -0.0284029
1.20144, -0.00268169, -0.00647889, 0.0302888, -0.0284208
1.23044, -0.00267757, -0.00648057, 0.0308069, -0.0284584
1.26444, -0.00265216, -0.00651958, 0.0313194, -0.0284785
1.30218, -0.00262777, -0.00655781, 0.0319017, -0.0284975
1.33318, -0.00260559, -0.00659186, 0.0324228, -0.0285286
1.36618, -0.00258369, -0.00662658, 0.0329347, -0.0285389
1.40293, -0.00255975, -0.00666213, 0.0335226, -0.0285725
1.43493, -0.00255291, -0.00667576, 0.0339682, -0.0286049
1.46693, -0.00258624, -0.00663176, 0.0343509, -0.0286208
1.50467, -0.0026138, -0.00659659, 0.0345694, -0.0286667
1.53867, -0.00263736, -0.00656666, 0.0348001, -0.0287053
1.57267, -0.00265674, -0.00654299, 0.0350402, -0.0287287
1.6114, -0.00267929, -0.00651272, 0.0352702, -0.0287705
1.7434, -0.00275586, -0.00649748, 0.0361163, -0.0288885
1.7784, -0.00280756, -0.00653418, 0.0362841, -0.0289062
1.8084, -0.00285451, -0.00656543, 0.0362658, -0.0289395
1.8374, -0.00289603, -0.00659511, 0.0360631, -0.0289947
1.8724, -0.00293015, -0.00662901, 0.035962, -0.0290171
1.9114, -0.00296809, -0.00666608, 0.0359012, -0.0290447
1.9434, -0.00304133, -0.00673131, 0.0356777, -0.0290736
1.9774, -0.00310569, -0.00679427, 0.0355368, -0.0290905
2.0054, -0.00316487, -0.00684749, 0.0354685, -0.0291003
2.0424, -0.00322888, -0.00691203, 0.0354128, -0.0291218
2.0774, -0.00327151, -0.0069651, 0.0353985, -0.0291459
2.11113, -0.00332117, -0.00705499, 0.0354998, -0.0291618
2.14613, -0.00339649, -0.00726414, 0.0356736, -0.0291925
2.17813, -0.00346417, -0.00745691, 0.0356576, -0.0292011
2.21113, -0.00352369, -0.00763667, 0.0354147, -0.029219
2.30813, -0.00365908, -0.00814298, 0.0355513, -0.0292214
2.34313, -0.00365764, -0.00830816, 0.0356614, -0.0292134
2.37613, -0.00365576, -0.00846367, 0.0358377, -0.0291961
2.40886, -0.0036536, -0.00860818, 0.0360662, -0.0291877
2.45186, -0.00364793, -0.00878342, 0.0365334, -0.0291861
2.48286, -0.00364285, -0.00891244, 0.0368975, -0.0291882
2.5166, -0.00360499, -0.00903141, 0.0371132, -0.0291959
2.5506, -0.00356803, -0.00915197, 0.0373754, -0.0292018
2.58734, -0.00353473, -0.00925814, 0.0376086, -0.0292056
2.62134, -0.0035016, -0.00936776, 0.0377542, -0.0292258
2.65134, -0.00347096, -0.00946848, 0.0378711, -0.0292305
2.68908, -0.00344025, -0.00957192, 0.0379203, -0.02923
2.72208, -0.00332883, -0.00966353, 0.0379806, -0.0292262
2.75408, -0.00322485, -0.00974763, 0.0379845, -0.0292142
2.79583, -0.00310303, -0.00984929, 0.0383176, -0.0291988
2.88957, -0.00288814, -0.0100665, 0.0388019, -0.0291769
2.92557, -0.00286307, -0.010139, 0.0388304, -0.029171
2.96157, -0.00283635, -0.0102097, 0.0388586, -0.0291613
2.99533, -0.00281218, -0.0102693, 0.0389096, -0.0291663
3.02833, -0.00278517, -0.0103319, 0.038976, -0.0291713
3.06333, -0.0027566, -0.0103953, 0.0390339, -0.0291857
3.10209, -0.00286055, -0.0104496, 0.0391591, -0.0292001
3.12909, -0.00291458, -0.0104893, 0.0391415, -0.0292361
3.17109, -0.0029974, -0.0105524, 0.0388981, -0.0292763
3.20484, -0.00305761, -0.0105984, 0.0386627, -0.0292949
3.23284, -0.00309776, -0.0106396, 0.0384553, -0.0293302
3.26784, -0.00313914, -0.0106265, 0.0382704, -0.0293676
3.3046, -0.003152, -0.0104319, 0.0381566, -0.0293839
3.3416, -0.0031695, -0.0102058, 0.0380258, -0.0293966
3.3766, -0.00318603, -0.0100023, 0.0380653, -0.0294226
3.47934, -0.00343413, -0.00930959, 0.0379848, -0.0294755
3.51506, -0.0035989, -0.00900787, 0.0379594, -0.0294943
3.54506, -0.00374839, -0.00873414, 0.0376916, -0.0295298
3.57506, -0.00388568, -0.00848422, 0.0372319, -0.0295418
3.61181, -0.00401256, -0.00825678, 0.036703, -0.0295593
3.64381, -0.00412962, -0.00804739, 0.0361224, -0.0295666
3.68555, -0.00423981, -0.00785522, 0.0356444, -0.0295872
3.71455, -0.00434058, -0.00767589, 0.0351733, -0.0295978
3.74855, -0.00449466, -0.00744976, 0.034638, -0.0296125
3.78829, -0.00465806, -0.00721989, 0.0341062, -0.0296316
3.81429, -0.0048068, -0.0070078, 0.0335264, -0.0296337
3.85029, -0.00495118, -0.00680681, 0.0329324, -0.0296423
3.88802, -0.00511446, -0.00657746, 0.0321299, -0.0296507
3.92402, -0.00529738, -0.00640238, 0.0310971, -0.0296548
4.02478, -0.00580035, -0.00613608, 0.028429, -0.0296485
4.06178, -0.00598022, -0.00604022, 0.0271584, -0.0296476
4.09552, -0.0060478, -0.0059406, 0.0260185, -0.0296559
4.13052, -0.00604126, -0.00579891, 0.0248003, -0.0296599
4.15752, -0.00604665, -0.00571363, 0.0242465, -0.0296451
4.19826, -0.00605848, -0.00560302, 0.0237516, -0.029632
4.23026, -0.00606583, -0.00550459, 0.0233513, -0.0296198
4.26326, -0.00607496, -0.0054113, 0.0230395, -0.0296156
4.3, -0.00608966, -0.0053111, 0.0230376, -0.0296079
4.332, -0.00610967, -0.00518949, 0.0230609, -0.029606
4.366, -0.00613261, -0.00507134, 0.0229681, -0.0295875
4.40575, -0.00615326, -0.00494145, 0.022805, -0.0295582
4.5045, -0.00614529, -0.00473308, 0.0217878, -0.0294881
4.5355, -0.00610386, -0.0047184, 0.021022, -0.0294702
4.5665, -0.00606713, -0.00470278, 0.0203216, -0.0294367
4.60226, -0.00603778, -0.00468235, 0.0193735, -0.029417
4.64226, -0.00600675, -0.00465594, 0.0183951, -0.02941
4.67326, -0.00593837, -0.00478628, 0.0177179, -0.0294016
4.70901, -0.00586655, -0.00494651, 0.017042, -0.0294009
4.74601, -0.00580606, -0.00508717, 0.0162988, -0.0294003
4.78077, -0.00574883, -0.0052196, 0.0156522, -0.0294051
4.81477, -0.00570077, -0.00533665, 0.0150692, -0.0293964
4.85077, -0.0056431, -0.00547465, 0.0143046, -0.0293887
4.94654, -0.00559532, -0.00622532, 0.0119118, -0.0293999
4.98431, -0.00558796, -0.00643313, 0.0111462, -0.0294006
5.01631, -0.00557375, -0.00667517, 0.0101367, -0.0294035
5.05231, -0.00556556, -0.00689022, 0.00909985, -0.0294035
5.09211, -0.00556291, -0.00708135, 0.00812237, -0.0293995
5.11711, -0.00557285, -0.00719885, 0.00769162, -0.0293987
5.15992, -0.00559489, -0.00738932, 0.00710439, -0.0293992
5.18992, -0.00561139, -0.00752632, 0.00677585, -0.0293988
5.22492, -0.005632, -0.00764968, 0.00644453, -0.0293929
5.25373, -0.00564711, -0.00773577, 0.00637481, -0.0293885
5.29473, -0.00567111, -0.00786628, 0.00623815, -0.0293867
5.39757, -0.00527361, -0.0079179, 0.00582719, -0.0293736
5.43057, -0.00513348, -0.00791913, 0.00572712, -0.0293847
5.4664, -0.00500388, -0.00792024, 0.0056059, -0.0293986
5.4964, -0.00491264, -0.00786194, 0.00537462, -0.0294069
5.5314, -0.00483858, -0.00778901, 0.00519646, -0.0294307
5.56924, -0.0047707, -0.00772233, 0.00505558, -0.0294364
5.60524, -0.0047088, -0.00766013, 0.00496782, -0.0294359
5.63524, -0.00464965, -0.00760358, 0.00512258, -0.0294444
5.66808, -0.00459587, -0.00755112, 0.00533872, -0.0294506
5.70908, -0.00456956, -0.00742165, 0.00555486, -0.0294392
5.74108, -0.00455625, -0.00731383, 0.00544682, -0.0294254
5.77393, -0.00454351, -0.00721491, 0.00547062, -0.0294043
5.87478, -0.00453034, -0.00698406, 0.00508905, -0.0293356
5.91478, -0.00455629, -0.00695365, 0.00504945, -0.029293
5.94864, -0.00457536, -0.00693008, 0.00498226, -0.0292548
5.97964, -0.00459324, -0.00690665, 0.00492828, -0.0292446
6.01464, -0.00461104, -0.00688157, 0.00491806, -0.0292236
6.0505, -0.00463413, -0.00686938, 0.00492968, -0.0292009
6.0805, -0.00467315, -0.00689353, 0.00503002, -0.0291935
