Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
1.258, 1, 5, 3.4252, 3.42528, -1, -1, -1, 0.339232, 0.336689
1.284, 1, 5, 3.42499, 3.42518, -1, -1, -1, 0.344352, 0.339243
1.316, 1, 5, 3.4248, 3.42509, -1, -1, -1, 0.349334, 0.341766
1.35, 1, 5, 3.42461, 3.42499, -1, -1, -1, 0.354896, 0.344392
1.386, 1, 5, 3.42449, 3.42491, -1, -1, -1, 0.358946, 0.346817
1.422, 1, 5, 3.42435, 3.42483, -1, -1, -1, 0.364543, 0.34935
1.454, 1, 5, 3.42426, 3.42476, -1, -1, -1, 0.369659, 0.351888
1.488, 1, 5, 3.4242, 3.42469, -1, -1, -1, 0.374741, 0.354428
1.522, 1, 5, 3.42415, 3.42464, -1, -1, -1, 0.379756, 0.35696
1.556, 1, 5, 3.42411, 3.42459, -1, -1, -1, 0.385737, 0.359576
1.588, 1, 5, 3.4241, 3.42455, -1, -1, -1, 0.389749, 0.362091
1.622, 1, 5, 3.4254, 3.42462, -1, -1, -1, 0.3947, 0.364599
1.656, 1, 5, 3.42527, 3.42466, -1, -1, -1, 0.399068, 0.367061
1.688, 1, 5, 3.42521, 3.4247, -1, -1, -1, 0.40354, 0.369493
1.786, 1, 5, 3.42508, 3.42477, -1, -1, -1, 0.416121, 0.376663
1.826, 1, 5, 3.42505, 3.42478, -1, -1, -1, 0.420917, 0.378992
1.858, 1, 5, 3.42506, 3.4248, -1, -1, -1, 0.424779, 0.381281
1.892, 1, 5, 3.42509, 3.42481, -1, -1, -1, 0.427771, 0.383495
1.928, 1, 5, 3.42516, 3.42483, -1, -1, -1, 0.43216, 0.385707
1.962, 1, 5, 3.42521, 3.42484, -1, -1, -1, 0.435692, 0.38788
1.998, 1, 5, 3.42526, 3.42486, -1, -1, -1, 0.439952, 0.39005
2.034, 1, 5, 3.42531, 3.42488, -1, -1, -1, 0.443354, 0.392182
2.066, 1, 5, 3.42545, 3.4249, -1, -1, -1, 0.446992, 0.39429
2.1, 1, 5, 3.42565, 3.42493, -1, -1, -1, 0.449823, 0.396347
2.136, 1, 5, 3.42591, 3.42496, -1, -1, -1, 0.452803, 0.398363
2.168, 1, 5, 3.42632, 3.42501, -1, -1, -1, 0.45617, 0.400357
2.202, 1, 5, 3.42664, 3.42507, -1, -1, -1, 0.458377, 0.402291
2.236, 1, 5, 3.42718, 3.42513, -1, -1, -1, 0.461138, 0.404189
2.27, 1, 5, 3.42764, 3.42521, -1, -1, -1, 0.463174, 0.406032
2.382, 1, 5, 3.42942, 3.42552, -1, -1, -1, 0.469621, 0.411296
2.408, 1, 5, 3.42997, 3.42564, -1, -1, -1, 0.471189, 0.41296
2.44, 1, 5, 3.43217, 3.42582, -1, -1, -1, 0.473661, 0.4146
2.474, 1, 5, 3.43237, 3.42599, -1, -1, -1, 0.475146, 0.416193
2.506, 1, 5, 3.43267, 3.42616, -1, -1, -1, 0.477122, 0.417756
2.542, 1, 5, 3.43289, 3.42633, -1, -1, -1, 0.478719, 0.41928
2.578, 1, 5, 3.4332, 3.4265, -1, -1, -1, 0.480873, 0.420782
2.61, 1, 5, 3.43347, 3.42666, -1, -1, -1, 0.482808, 0.422259
2.644, 1, 5, 3.43376, 3.42683, -1, -1, -1, 0.484715, 0.423711
2.678, 1, 5, 3.43396, 3.42699, -1, -1, -1, 0.48632, 0.425134
2.71, 1, 5, 3.43424, 3.42715, -1, -1, -1, 0.488241, 0.426537
2.744, 1, 5, 3.43443, 3.42731, -1, -1, -1, 0.489924, 0.427915
