Stamp, Max volume, Current volume, Procentage
0.358, 2988, 7.276, 0.00243507
0.458, 2988, 7.286, 0.00243842
0.858, 2988, 7.665, 0.00256526
1.258, 2988, 8.38, 0.00280455
1.658, 2988, 8.819, 0.00295147
2.158, 2988, 11.38, 0.00380857
2.558, 2988, 22.916, 0.00766934
3.058, 2988, 44.008, 0.0147282
3.658, 2988, 69.1, 0.0231258
4.258, 2988, 94.727, 0.0317025
4.858, 2988, 120.749, 0.0404113
5.558, 2988, 151.01, 0.0505388
6.258, 2988, 159.734, 0.0534585
6.76, 2988, 161.836, 0.054162
7.458, 2988, 163.924, 0.0548608
7.858, 2988, 165.137, 0.0552667
8.258, 2988, 165.585, 0.0554167
8.658, 2988, 166.007, 0.0555579
9.058, 2988, 166.371, 0.0556797
9.458, 2988, 166.596, 0.055755
9.858, 2988, 166.714, 0.0557945
10.258, 2988, 166.78, 0.0558166
10.758, 2988, 166.832, 0.055834
11.358, 2988, 168.4, 0.0563588
12.058, 2988, 170.031, 0.0569046
12.658, 2988, 176.864, 0.0591914
13.358, 2988, 184.356, 0.0616988
14.058, 2988, 187.484, 0.0627456
14.658, 2988, 189.54, 0.0634337
15.458, 2988, 191.263, 0.0640104
16.258, 2988, 191.656, 0.0641419
17.258, 2988, 192.175, 0.0643156
18.258, 2988, 194.647, 0.0651429
19.258, 2988, 196.215, 0.0656677
20.258, 2988, 196.263, 0.0656837
21.258, 2988, 196.308, 0.0656988
22.058, 2988, 197.777, 0.0661904
23.058, 2988, 209.897, 0.0702467
23.958, 2988, 216.961, 0.0726108
24.858, 2988, 218.348, 0.073075
25.858, 2988, 219.89, 0.073591
26.958, 2988, 220.199, 0.0736944
28.258, 2988, 222.953, 0.0746161
29.058, 2988, 223.85, 0.0749163
31.062, 2988, 226.344, 0.075751
32.36, 2988, 226.347, 0.075752
33.56, 2988, 227.115, 0.076009
34.96, 2988, 230.276, 0.0770669
35.96, 2988, 231.021, 0.0773163
37.06, 2988, 231.24, 0.0773896
38.46, 2988, 231.243, 0.0773906
39.66, 2988, 231.243, 0.0773906
41.06, 2988, 231.244, 0.0773909
41.96, 2988, 231.244, 0.0773909
43.36, 2988, 231.244, 0.0773909
44.062, 2988, 231.244, 0.0773909
45.66, 2988, 231.244, 0.0773909
46.26, 2988, 231.244, 0.0773909
47.46, 2988, 233.395, 0.0781108
48.86, 2988, 236.478, 0.0791426
50.36, 2988, 238.187, 0.0797145
52.36, 2988, 238.887, 0.0799488
54.06, 2988, 239.16, 0.0800402
55.96, 2988, 239.16, 0.0800402
57.86, 2988, 239.16, 0.0800402
59.76, 2988, 239.16, 0.0800402
61.36, 2988, 239.16, 0.0800402
62.86, 2988, 239.16, 0.0800402
64.26, 2988, 239.16, 0.0800402
66.06, 2988, 239.16, 0.0800402
67.36, 2988, 239.16, 0.0800402
68.76, 2988, 239.16, 0.0800402
70.26, 2988, 239.16, 0.0800402
71.76, 2988, 239.16, 0.0800402
73.66, 2988, 239.16, 0.0800402
74.86, 2988, 239.16, 0.0800402
76.36, 2988, 239.16, 0.0800402
77.86, 2988, 239.16, 0.0800402
79.36, 2988, 239.16, 0.0800402
80.76, 2988, 239.16, 0.0800402
81.96, 2988, 239.16, 0.0800402
83.16, 2988, 239.16, 0.0800402
84.26, 2988, 239.16, 0.0800402
85.46, 2988, 239.16, 0.0800402
86.56, 2988, 239.16, 0.0800402
87.76, 2988, 239.16, 0.0800402
88.86, 2988, 239.16, 0.0800402
89.86, 2988, 239.16, 0.0800402
91.264, 2988, 239.16, 0.0800402
92.66, 2988, 239.16, 0.0800402
94.304, 2988, 239.16, 0.0800402
95.414, 2988, 239.16, 0.0800402
97.304, 2988, 239.16, 0.0800402
98.404, 2988, 239.16, 0.0800402
99.804, 2988, 239.16, 0.0800402
101.204, 2988, 239.16, 0.0800402
102.404, 2988, 239.16, 0.0800402
103.704, 2988, 239.16, 0.0800402
105.104, 2988, 239.16, 0.0800402
106.204, 2988, 239.16, 0.0800402
107.804, 2988, 239.16, 0.0800402
109.214, 2988, 239.16, 0.0800402
