Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
1.024, 1, 5, 3.42143, 3.42143, -1, -1, -1, 0.314306, 0.314306
1.058, 1, 5, 3.42277, 3.4221, -1, -1, -1, 0.322009, 0.318158
1.094, 1, 5, 3.42255, 3.42225, -1, -1, -1, 0.32865, 0.321655
1.13, 1, 5, 3.42234, 3.42227, -1, -1, -1, 0.336032, 0.325249
1.184, 1, 5, 3.42235, 3.42229, -1, -1, -1, 0.34134, 0.328467
1.2, 1, 5, 3.42234, 3.4223, -1, -1, -1, 0.349152, 0.331915
1.234, 1, 5, 3.42233, 3.4223, -1, -1, -1, 0.356146, 0.335376
1.27, 1, 5, 3.42236, 3.42231, -1, -1, -1, 0.359503, 0.338392
1.304, 1, 5, 3.4224, 3.42232, -1, -1, -1, 0.364918, 0.34134
1.338, 1, 5, 3.42246, 3.42233, -1, -1, -1, 0.371963, 0.344402
1.41, 1, 5, 3.42275, 3.42239, -1, -1, -1, 0.383681, 0.35024
1.444, 1, 5, 3.42434, 3.42254, -1, -1, -1, 0.39007, 0.353303
1.478, 1, 5, 3.42432, 3.42267, -1, -1, -1, 0.394564, 0.356251
1.514, 1, 5, 3.42431, 3.42278, -1, -1, -1, 0.398425, 0.359062
1.546, 1, 5, 3.42427, 3.42287, -1, -1, -1, 0.403408, 0.361834
1.58, 1, 5, 3.42423, 3.42295, -1, -1, -1, 0.406695, 0.364473
1.618, 1, 5, 3.42417, 3.42302, -1, -1, -1, 0.410872, 0.367051
1.654, 1, 5, 3.42411, 3.42307, -1, -1, -1, 0.415041, 0.369576
1.688, 1, 5, 3.42406, 3.42312, -1, -1, -1, 0.418976, 0.372046
1.72, 1, 5, 3.424, 3.42317, -1, -1, -1, 0.42389, 0.374515
1.79, 1, 5, 3.42386, 3.42323, -1, -1, -1, 0.431663, 0.379318
1.828, 1, 5, 3.42379, 3.42325, -1, -1, -1, 0.434946, 0.381636
1.86, 1, 5, 3.42371, 3.42327, -1, -1, -1, 0.438697, 0.383918
1.894, 1, 5, 3.42366, 3.42329, -1, -1, -1, 0.44251, 0.386171
1.928, 1, 5, 3.42366, 3.4233, -1, -1, -1, 0.447065, 0.388427
1.962, 1, 5, 3.42379, 3.42332, -1, -1, -1, 0.450449, 0.390642
1.996, 1, 5, 3.42406, 3.42334, -1, -1, -1, 0.453732, 0.392817
2.028, 1, 5, 3.42443, 3.42338, -1, -1, -1, 0.456676, 0.394946
2.062, 1, 5, 3.42495, 3.42343, -1, -1, -1, 0.459793, 0.397038
2.094, 1, 5, 3.42545, 3.42349, -1, -1, -1, 0.462127, 0.399072
2.128, 1, 5, 3.42611, 3.42357, -1, -1, -1, 0.464508, 0.401055
2.162, 1, 5, 3.42666, 3.42366, -1, -1, -1, 0.466652, 0.402984
