Stamp, Max volume, Current volume, Procentage
-0.224, 2988, 7.266, 0.00243173
-0.124, 2988, 7.273, 0.00243407
0.576, 2988, 7.284, 0.00243775
0.976, 2988, 7.311, 0.00244679
1.376, 2988, 7.324, 0.00245114
2.176, 2988, 7.343, 0.0024575
2.876, 2988, 7.343, 0.0024575
3.576, 2988, 7.343, 0.0024575
4.076, 2988, 7.349, 0.0024595
4.576, 2988, 7.349, 0.0024595
4.978, 2988, 7.349, 0.0024595
5.476, 2988, 7.349, 0.0024595
6.28, 2988, 7.349, 0.0024595
7.176, 2988, 7.349, 0.0024595
7.776, 2988, 7.349, 0.0024595
8.176, 2988, 7.349, 0.0024595
8.58, 2988, 7.349, 0.0024595
8.978, 2988, 7.349, 0.0024595
9.476, 2988, 7.349, 0.0024595
10.078, 2988, 7.355, 0.00246151
11.076, 2988, 7.355, 0.00246151
11.478, 2988, 7.355, 0.00246151
11.876, 2988, 7.355, 0.00246151
12.176, 2988, 7.355, 0.00246151
12.776, 2988, 7.442, 0.00249063
13.478, 2988, 8.617, 0.00288387
14.276, 2988, 10.775, 0.00360609
14.976, 2988, 33.202, 0.0111118
15.976, 2988, 60.415, 0.0202192
16.878, 2988, 64.021, 0.021426
17.876, 2988, 66.872, 0.0223802
18.276, 2988, 68.687, 0.0229876
18.676, 2988, 70.357, 0.0235465
18.976, 2988, 71.517, 0.0239347
19.478, 2988, 72.892, 0.0243949
19.876, 2988, 74.112, 0.0248032
20.276, 2988, 74.852, 0.0250509
20.576, 2988, 75.204, 0.0251687
20.876, 2988, 75.604, 0.0253025
21.176, 2988, 75.859, 0.0253879
21.776, 2988, 76.072, 0.0254592
22.276, 2988, 76.165, 0.0254903
22.776, 2988, 76.201, 0.0255023
23.48, 2988, 76.202, 0.0255027
24.176, 2988, 76.695, 0.0256677
25.276, 2988, 80.954, 0.027093
26.076, 2988, 81.316, 0.0272142
27.276, 2988, 84.959, 0.0284334
28.176, 2988, 85.252, 0.0285315
29.376, 2988, 97.687, 0.0326931
30.576, 2988, 112.487, 0.0376463
