Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
1.576, 1, 5, 0.849581, 0.849581, -1, -1, -1, 0.258603, 0.258603
1.654, 1, 5, 0.849517, 0.849549, -1, -1, -1, 0.258771, 0.258687
1.69, 1, 5, 0.849493, 0.84953, -1, -1, -1, 0.258837, 0.258737
1.708, 1, 5, 0.849466, 0.849514, -1, -1, -1, 0.258915, 0.258782
1.742, 1, 5, 0.849341, 0.84948, -1, -1, -1, 0.258962, 0.258818
1.774, 1, 5, 0.849142, 0.849423, -1, -1, -1, 0.258959, 0.258841
1.808, 1, 5, 0.848958, 0.849357, -1, -1, -1, 0.258962, 0.258858
1.844, 1, 5, 0.848785, 0.849285, -1, -1, -1, 0.258974, 0.258873
1.878, 1, 5, 0.848627, 0.849212, -1, -1, -1, 0.258968, 0.258883
1.912, 1, 5, 0.848477, 0.849139, -1, -1, -1, 0.258976, 0.258893
1.944, 1, 5, 0.848367, 0.849069, -1, -1, -1, 0.259002, 0.258903
1.978, 1, 5, 0.848345, 0.849008, -1, -1, -1, 0.259123, 0.258921
2.014, 1, 5, 0.848326, 0.848956, -1, -1, -1, 0.259225, 0.258944
2.048, 1, 5, 0.848315, 0.84891, -1, -1, -1, 0.259268, 0.258968
2.084, 1, 5, 0.848321, 0.848871, -1, -1, -1, 0.259206, 0.258983
2.118, 1, 5, 0.848326, 0.848837, -1, -1, -1, 0.259142, 0.258993
2.212, 1, 5, 0.848231, 0.848747, -1, -1, -1, 0.259004, 0.258998
2.248, 1, 5, 0.84821, 0.84872, -1, -1, -1, 0.258935, 0.258995
2.286, 1, 5, 0.848192, 0.848695, -1, -1, -1, 0.258833, 0.258988
2.316, 1, 5, 0.848176, 0.848671, -1, -1, -1, 0.258742, 0.258976
2.354, 1, 5, 0.848152, 0.848649, -1, -1, -1, 0.258687, 0.258964
2.39, 1, 5, 0.848161, 0.848628, -1, -1, -1, 0.258715, 0.258953
2.424, 1, 5, 0.848177, 0.84861, -1, -1, -1, 0.258768, 0.258946
2.46, 1, 5, 0.84819, 0.848594, -1, -1, -1, 0.258821, 0.258941
2.502, 1, 5, 0.8482, 0.84858, -1, -1, -1, 0.258863, 0.258938
2.536, 1, 5, 0.848214, 0.848567, -1, -1, -1, 0.258898, 0.258937
2.57, 1, 5, 0.848206, 0.848554, -1, -1, -1, 0.258957, 0.258938
2.604, 1, 5, 0.848169, 0.848541, -1, -1, -1, 0.258999, 0.25894
2.638, 1, 5, 0.84814, 0.848528, -1, -1, -1, 0.259035, 0.258943
2.67, 1, 5, 0.848095, 0.848515, -1, -1, -1, 0.259127, 0.258948
2.706, 1, 5, 0.848057, 0.848501, -1, -1, -1, 0.259196, 0.258956
2.74, 1, 5, 0.848028, 0.848487, -1, -1, -1, 0.25921, 0.258963
2.772, 1, 5, 0.847996, 0.848473, -1, -1, -1, 0.259131, 0.258968
2.808, 1, 5, 0.847957, 0.848459, -1, -1, -1, 0.258954, 0.258968
2.934, 1, 5, 0.847809, 0.848399, -1, -1, -1, 0.258314, 0.258927
2.974, 1, 5, 0.84777, 0.848384, -1, -1, -1, 0.258155, 0.258909
3.012, 1, 5, 0.847723, 0.848368, -1, -1, -1, 0.257941, 0.258886
3.046, 1, 5, 0.847673, 0.848352, -1, -1, -1, 0.25778, 0.25886
3.086, 1, 5, 0.847627, 0.848336, -1, -1, -1, 0.257634, 0.258832
3.116, 1, 5, 0.847575, 0.848319, -1, -1, -1, 0.257467, 0.258802
3.144, 1, 5, 0.847525, 0.848302, -1, -1, -1, 0.257346, 0.25877
3.184, 1, 5, 0.847454, 0.848284, -1, -1, -1, 0.257227, 0.258737
3.224, 1, 5, 0.847354, 0.848264, -1, -1, -1, 0.257124, 0.258704
3.258, 1, 5, 0.847278, 0.848244, -1, -1, -1, 0.257043, 0.25867
3.288, 1, 5, 0.847224, 0.848224, -1, -1, -1, 0.257016, 0.258637
3.322, 1, 5, 0.847278, 0.848205, -1, -1, -1, 0.257082, 0.258606
3.358, 1, 5, 0.847321, 0.848188, -1, -1, -1, 0.257165, 0.258578
3.4, 1, 5, 0.847363, 0.848173, -1, -1, -1, 0.257237, 0.258553
3.438, 1, 5, 0.847388, 0.848158, -1, -1, -1, 0.257341, 0.258531
3.474, 1, 5, 0.847408, 0.848144, -1, -1, -1, 0.257458, 0.258511
3.506, 1, 5, 0.847424, 0.848132, -1, -1, -1, 0.257588, 0.258495
3.542, 1, 5, 0.847441, 0.848119, -1, -1, -1, 0.257685, 0.25848
3.67, 1, 5, 0.847371, 0.848073, -1, -1, -1, 0.258134, 0.258446
3.706, 1, 5, 0.847336, 0.848061, -1, -1, -1, 0.258259, 0.258443
3.74, 1, 5, 0.84731, 0.84805, -1, -1, -1, 0.258326, 0.258441
3.776, 1, 5, 0.847278, 0.848038, -1, -1, -1, 0.258329, 0.258439
3.81, 1, 5, 0.847233, 0.848025, -1, -1, -1, 0.258334, 0.258438
3.844, 1, 5, 0.847194, 0.848013, -1, -1, -1, 0.258367, 0.258437
3.876, 1, 5, 0.847156, 0.848, -1, -1, -1, 0.258382, 0.258436
3.914, 1, 5, 0.847122, 0.847987, -1, -1, -1, 0.258396, 0.258435
3.948, 1, 5, 0.847091, 0.847974, -1, -1, -1, 0.258394, 0.258435
3.982, 1, 5, 0.847118, 0.847962, -1, -1, -1, 0.258393, 0.258434
4.018, 1, 5, 0.847143, 0.84795, -1, -1, -1, 0.258361, 0.258433
4.05, 1, 5, 0.847167, 0.847939, -1, -1, -1, 0.258336, 0.258432
4.086, 1, 5, 0.84719, 0.847929, -1, -1, -1, 0.258313, 0.25843
4.118, 1, 5, 0.847204, 0.847919, -1, -1, -1, 0.258284, 0.258428
4.16, 1, 5, 0.847268, 0.84791, -1, -1, -1, 0.258207, 0.258425
4.196, 1, 5, 0.847335, 0.847903, -1, -1, -1, 0.258119, 0.258421
4.23, 1, 5, 0.847407, 0.847896, -1, -1, -1, 0.258046, 0.258416
4.268, 1, 5, 0.847455, 0.847891, -1, -1, -1, 0.25801, 0.258411
4.44, 1, 5, 0.847327, 0.847862, -1, -1, -1, 0.257476, 0.25837
4.474, 1, 5, 0.847277, 0.847855, -1, -1, -1, 0.257376, 0.258358
4.512, 1, 5, 0.847222, 0.847848, -1, -1, -1, 0.257302, 0.258346
4.554, 1, 5, 0.84717, 0.84784, -1, -1, -1, 0.257226, 0.258333
4.59, 1, 5, 0.84712, 0.847832, -1, -1, -1, 0.257106, 0.258319
4.624, 1, 5, 0.846964, 0.847822, -1, -1, -1, 0.256881, 0.258303
4.66, 1, 5, 0.846828, 0.847811, -1, -1, -1, 0.25665, 0.258284
4.696, 1, 5, 0.846627, 0.847798, -1, -1, -1, 0.256264, 0.258262
4.736, 1, 5, 0.846478, 0.847783, -1, -1, -1, 0.255969, 0.258236
4.764, 1, 5, 0.84632, 0.847767, -1, -1, -1, 0.255759, 0.258209
4.798, 1, 5, 0.846147, 0.84775, -1, -1, -1, 0.255505, 0.25818
4.832, 1, 5, 0.846016, 0.847731, -1, -1, -1, 0.255311, 0.25815
4.864, 1, 5, 0.84589, 0.847712, -1, -1, -1, 0.255128, 0.258118
4.978, 1, 5, 0.845459, 0.847627, -1, -1, -1, 0.254419, 0.257979
5.01, 1, 5, 0.845379, 0.847604, -1, -1, -1, 0.254313, 0.257943
5.048, 1, 5, 0.845311, 0.847581, -1, -1, -1, 0.25425, 0.257906
5.09, 1, 5, 0.84522, 0.847558, -1, -1, -1, 0.254181, 0.257869
5.122, 1, 5, 0.845137, 0.847535, -1, -1, -1, 0.254143, 0.257833
5.164, 1, 5, 0.84506, 0.847511, -1, -1, -1, 0.254053, 0.257797
5.204, 1, 5, 0.844987, 0.847487, -1, -1, -1, 0.253914, 0.25776
5.23, 1, 5, 0.844921, 0.847463, -1, -1, -1, 0.253779, 0.257722
5.264, 1, 5, 0.844861, 0.847438, -1, -1, -1, 0.253682, 0.257685
5.3, 1, 5, 0.844793, 0.847414, -1, -1, -1, 0.253525, 0.257646
5.332, 1, 5, 0.844745, 0.847389, -1, -1, -1, 0.253373, 0.257607
5.364, 1, 5, 0.844697, 0.847365, -1, -1, -1, 0.253218, 0.257567
5.396, 1, 5, 0.844704, 0.847341, -1, -1, -1, 0.253147, 0.257527
5.43, 1, 5, 0.844741, 0.847318, -1, -1, -1, 0.253127, 0.257488
5.546, 1, 5, 0.844945, 0.847232, -1, -1, -1, 0.253422, 0.257341
5.568, 1, 5, 0.845161, 0.847214, -1, -1, -1, 0.253771, 0.25731
5.6, 1, 5, 0.845303, 0.847198, -1, -1, -1, 0.254058, 0.257283
5.63, 1, 5, 0.845453, 0.847183, -1, -1, -1, 0.254407, 0.257259
5.66, 1, 5, 0.845556, 0.84717, -1, -1, -1, 0.25467, 0.257237
5.694, 1, 5, 0.845672, 0.847157, -1, -1, -1, 0.254946, 0.257218
5.728, 1, 5, 0.845749, 0.847146, -1, -1, -1, 0.255131, 0.257201
5.764, 1, 5, 0.845802, 0.847135, -1, -1, -1, 0.25529, 0.257185
5.796, 1, 5, 0.845865, 0.847125, -1, -1, -1, 0.255429, 0.257171
5.826, 1, 5, 0.84591, 0.847115, -1, -1, -1, 0.25552, 0.257158
5.86, 1, 5, 0.84595, 0.847106, -1, -1, -1, 0.255611, 0.257146
5.894, 1, 5, 0.845986, 0.847097, -1, -1, -1, 0.255706, 0.257134
5.93, 1, 5, 0.846011, 0.847088, -1, -1, -1, 0.255768, 0.257124
5.962, 1, 5, 0.846035, 0.84708, -1, -1, -1, 0.255809, 0.257114
6.002, 1, 5, 0.846039, 0.847072, -1, -1, -1, 0.255918, 0.257104
6.084, 1, 5, 0.846014, 0.847049, -1, -1, -1, 0.256195, 0.257081
6.106, 1, 5, 0.846007, 0.847041, -1, -1, -1, 0.256237, 0.257075
6.142, 1, 5, 0.845932, 0.847033, -1, -1, -1, 0.25619, 0.257069
6.176, 1, 5, 0.84586, 0.847024, -1, -1, -1, 0.256149, 0.257062
6.208, 1, 5, 0.84579, 0.847015, -1, -1, -1, 0.256105, 0.257055
6.244, 1, 5, 0.845706, 0.847006, -1, -1, -1, 0.25602, 0.257047
6.276, 1, 5, 0.845641, 0.846996, -1, -1, -1, 0.255947, 0.257039
6.306, 1, 5, 0.845582, 0.846986, -1, -1, -1, 0.255857, 0.257031
6.34, 1, 5, 0.84551, 0.846975, -1, -1, -1, 0.255731, 0.257022
6.374, 1, 5, 0.845461, 0.846965, -1, -1, -1, 0.255642, 0.257012
6.406, 1, 5, 0.845411, 0.846954, -1, -1, -1, 0.255548, 0.257002
6.442, 1, 5, 0.845358, 0.846943, -1, -1, -1, 0.255481, 0.256991
6.478, 1, 5, 0.8453, 0.846931, -1, -1, -1, 0.25542, 0.25698
6.516, 1, 5, 0.845238, 0.84692, -1, -1, -1, 0.255365, 0.256969
6.554, 1, 5, 0.84528, 0.846908, -1, -1, -1, 0.255389, 0.256959
6.672, 1, 5, 0.845864, 0.846875, -1, -1, -1, 0.255532, 0.25692
6.704, 1, 5, 0.845954, 0.846869, -1, -1, -1, 0.255578, 0.256911
6.734, 1, 5, 0.846034, 0.846864, -1, -1, -1, 0.25566, 0.256903
6.78, 1, 5, 0.846083, 0.846859, -1, -1, -1, 0.255673, 0.256895
6.812, 1, 5, 0.846125, 0.846854, -1, -1, -1, 0.255655, 0.256887
6.846, 1, 5, 0.84616, 0.84685, -1, -1, -1, 0.255649, 0.256879
6.88, 1, 5, 0.846186, 0.846845, -1, -1, -1, 0.25565, 0.256871
6.912, 1, 5, 0.846187, 0.846841, -1, -1, -1, 0.255771, 0.256864
6.946, 1, 5, 0.84618, 0.846837, -1, -1, -1, 0.255881, 0.256858
6.992, 1, 5, 0.846164, 0.846833, -1, -1, -1, 0.256013, 0.256853
7.028, 1, 5, 0.84614, 0.846829, -1, -1, -1, 0.256162, 0.256848
7.066, 1, 5, 0.845978, 0.846823, -1, -1, -1, 0.256163, 0.256844
7.098, 1, 5, 0.845828, 0.846817, -1, -1, -1, 0.256181, 0.25684
7.136, 1, 5, 0.84568, 0.84681, -1, -1, -1, 0.256186, 0.256836
7.172, 1, 5, 0.845532, 0.846802, -1, -1, -1, 0.2562, 0.256832
7.252, 1, 5, 0.845537, 0.846779, -1, -1, -1, 0.256544, 0.256824
7.278, 1, 5, 0.845644, 0.846772, -1, -1, -1, 0.256692, 0.256824
7.298, 1, 5, 0.845719, 0.846766, -1, -1, -1, 0.256779, 0.256823
7.334, 1, 5, 0.845785, 0.84676, -1, -1, -1, 0.256841, 0.256823
7.376, 1, 5, 0.845866, 0.846755, -1, -1, -1, 0.256877, 0.256824
7.408, 1, 5, 0.845956, 0.84675, -1, -1, -1, 0.256955, 0.256824
7.448, 1, 5, 0.846072, 0.846746, -1, -1, -1, 0.257089, 0.256826
7.48, 1, 5, 0.846182, 0.846743, -1, -1, -1, 0.257183, 0.256828
7.512, 1, 5, 0.846261, 0.84674, -1, -1, -1, 0.257189, 0.25683
7.556, 1, 5, 0.846396, 0.846738, -1, -1, -1, 0.257266, 0.256833
7.586, 1, 5, 0.846444, 0.846737, -1, -1, -1, 0.257284, 0.256835
7.624, 1, 5, 0.846504, 0.846735, -1, -1, -1, 0.25727, 0.256838
7.658, 1, 5, 0.846549, 0.846734, -1, -1, -1, 0.257215, 0.25684
7.694, 1, 5, 0.846591, 0.846734, -1, -1, -1, 0.257139, 0.256841
7.74, 1, 5, 0.846644, 0.846733, -1, -1, -1, 0.25702, 0.256842
7.874, 1, 5, 0.846738, 0.846732, -1, -1, -1, 0.256304, 0.256837
7.91, 1, 5, 0.846747, 0.846732, -1, -1, -1, 0.256169, 0.256833
7.948, 1, 5, 0.846757, 0.846733, -1, -1, -1, 0.255993, 0.256829
7.986, 1, 5, 0.846764, 0.846733, -1, -1, -1, 0.255809, 0.256823
8.04, 1, 5, 0.846773, 0.846733, -1, -1, -1, 0.255628, 0.256817
8.078, 1, 5, 0.846774, 0.846733, -1, -1, -1, 0.255473, 0.25681
8.112, 1, 5, 0.846779, 0.846733, -1, -1, -1, 0.255296, 0.256802
8.148, 1, 5, 0.846768, 0.846734, -1, -1, -1, 0.255167, 0.256794
8.184, 1, 5, 0.846813, 0.846734, -1, -1, -1, 0.255145, 0.256785
8.212, 1, 5, 0.846844, 0.846735, -1, -1, -1, 0.25513, 0.256777
8.226, 1, 5, 0.846862, 0.846735, -1, -1, -1, 0.255132, 0.256769
8.238, 1, 5, 0.846874, 0.846736, -1, -1, -1, 0.255133, 0.25676
8.256, 1, 5, 0.846893, 0.846737, -1, -1, -1, 0.255141, 0.256752
8.274, 1, 5, 0.846895, 0.846737, -1, -1, -1, 0.25516, 0.256744
8.286, 1, 5, 0.846897, 0.846738, -1, -1, -1, 0.255208, 0.256737
8.3, 1, 5, 0.846896, 0.846739, -1, -1, -1, 0.25526, 0.256729
8.314, 1, 5, 0.846894, 0.84674, -1, -1, -1, 0.255296, 0.256722
8.436, 1, 5, 0.846981, 0.846744, -1, -1, -1, 0.255442, 0.25669
8.466, 1, 5, 0.847055, 0.846746, -1, -1, -1, 0.25548, 0.256684
8.494, 1, 5, 0.847097, 0.846747, -1, -1, -1, 0.255493, 0.256679
8.51, 1, 5, 0.847123, 0.846749, -1, -1, -1, 0.255485, 0.256673
8.528, 1, 5, 0.847136, 0.846751, -1, -1, -1, 0.255486, 0.256667
8.552, 1, 5, 0.847174, 0.846753, -1, -1, -1, 0.255472, 0.256662
8.566, 1, 5, 0.847243, 0.846755, -1, -1, -1, 0.255523, 0.256656
8.584, 1, 5, 0.847357, 0.846758, -1, -1, -1, 0.255627, 0.256652
8.602, 1, 5, 0.847467, 0.846761, -1, -1, -1, 0.255724, 0.256647
8.62, 1, 5, 0.847573, 0.846765, -1, -1, -1, 0.255812, 0.256643
8.638, 1, 5, 0.847726, 0.846769, -1, -1, -1, 0.255935, 0.25664
8.652, 1, 5, 0.847819, 0.846774, -1, -1, -1, 0.256019, 0.256637
8.668, 1, 5, 0.847865, 0.846779, -1, -1, -1, 0.256058, 0.256635
8.686, 1, 5, 0.847955, 0.846784, -1, -1, -1, 0.256122, 0.256632
8.706, 1, 5, 0.848087, 0.84679, -1, -1, -1, 0.256208, 0.25663
8.722, 1, 5, 0.848174, 0.846796, -1, -1, -1, 0.256244, 0.256629
8.744, 1, 5, 0.848258, 0.846803, -1, -1, -1, 0.256276, 0.256627
8.756, 1, 5, 0.848335, 0.84681, -1, -1, -1, 0.256324, 0.256626
8.764, 1, 5, 0.848373, 0.846817, -1, -1, -1, 0.256346, 0.256625
8.776, 1, 5, 0.848409, 0.846824, -1, -1, -1, 0.256371, 0.256623
8.786, 1, 5, 0.848479, 0.846831, -1, -1, -1, 0.256416, 0.256623
8.806, 1, 5, 0.848579, 0.846839, -1, -1, -1, 0.256482, 0.256622
8.824, 1, 5, 0.84861, 0.846846, -1, -1, -1, 0.256504, 0.256621
8.834, 1, 5, 0.848673, 0.846854, -1, -1, -1, 0.256539, 0.256621
8.852, 1, 5, 0.848691, 0.846862, -1, -1, -1, 0.256539, 0.256621
8.87, 1, 5, 0.848726, 0.84687, -1, -1, -1, 0.256533, 0.25662
8.884, 1, 5, 0.848776, 0.846878, -1, -1, -1, 0.256522, 0.25662
9, 1, 5, 0.849161, 0.846913, -1, -1, -1, 0.256583, 0.256618
9.028, 1, 5, 0.849406, 0.846924, -1, -1, -1, 0.256726, 0.256619
9.066, 1, 5, 0.849674, 0.846935, -1, -1, -1, 0.25687, 0.25662
9.104, 1, 5, 0.849956, 0.846948, -1, -1, -1, 0.256991, 0.256621
