Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
1.666, 1, 5, 3.34054, 3.34054, -1, -1, -1, 0.397712, 0.397712
1.736, 1, 5, 3.34064, 3.34059, -1, -1, -1, 0.403052, 0.400382
1.79, 1, 5, 3.34081, 3.34066, -1, -1, -1, 0.41196, 0.404241
1.854, 1, 5, 3.34105, 3.34076, -1, -1, -1, 0.421688, 0.408603
1.896, 1, 5, 3.34117, 3.34084, -1, -1, -1, 0.425528, 0.411988
1.922, 1, 5, 3.34129, 3.34092, -1, -1, -1, 0.429262, 0.414867
1.954, 1, 5, 3.34139, 3.34098, -1, -1, -1, 0.433307, 0.417502
1.99, 1, 5, 3.34152, 3.34105, -1, -1, -1, 0.437463, 0.419997
2.024, 1, 5, 3.34158, 3.34111, -1, -1, -1, 0.440421, 0.422266
2.058, 1, 5, 3.34169, 3.34117, -1, -1, -1, 0.444736, 0.424513
2.092, 1, 5, 3.34179, 3.34122, -1, -1, -1, 0.448997, 0.426739
2.13, 1, 5, 3.34192, 3.34128, -1, -1, -1, 0.452375, 0.428875
2.266, 1, 5, 3.34307, 3.3416, -1, -1, -1, 0.464343, 0.436747
2.302, 1, 5, 3.34343, 3.34171, -1, -1, -1, 0.466368, 0.438489
2.338, 1, 5, 3.34394, 3.34183, -1, -1, -1, 0.468928, 0.44018
2.372, 1, 5, 3.34457, 3.34198, -1, -1, -1, 0.471772, 0.441843
2.406, 1, 5, 3.34503, 3.34213, -1, -1, -1, 0.473805, 0.443441
2.44, 1, 5, 3.34713, 3.34237, -1, -1, -1, 0.476509, 0.445016
2.476, 1, 5, 3.34765, 3.34261, -1, -1, -1, 0.478983, 0.44656
2.516, 1, 5, 3.34831, 3.34286, -1, -1, -1, 0.481844, 0.448094
2.55, 1, 5, 3.34884, 3.3431, -1, -1, -1, 0.484083, 0.449593
2.588, 1, 5, 3.34932, 3.34335, -1, -1, -1, 0.486025, 0.451051
2.622, 1, 5, 3.34991, 3.34361, -1, -1, -1, 0.488372, 0.452486
2.654, 1, 5, 3.35038, 3.34386, -1, -1, -1, 0.490157, 0.453881
2.688, 1, 5, 3.35091, 3.34411, -1, -1, -1, 0.492338, 0.455255
2.722, 1, 5, 3.35134, 3.34436, -1, -1, -1, 0.494066, 0.456593
2.756, 1, 5, 3.35179, 3.34461, -1, -1, -1, 0.495918, 0.457904
2.79, 1, 5, 3.35226, 3.34485, -1, -1, -1, 0.497967, 0.459196
2.824, 1, 5, 3.35264, 3.3451, -1, -1, -1, 0.499538, 0.460457
2.962, 1, 5, 3.35359, 3.34601, -1, -1, -1, 0.50443, 0.465152
2.996, 1, 5, 3.35382, 3.34622, -1, -1, -1, 0.506272, 0.466263
3.03, 1, 5, 3.35396, 3.34642, -1, -1, -1, 0.507478, 0.467348
3.062, 1, 5, 3.3541, 3.34662, -1, -1, -1, 0.508924, 0.468414
3.1, 1, 5, 3.35424, 3.34681, -1, -1, -1, 0.510397, 0.469463
3.132, 1, 5, 3.3543, 3.34699, -1, -1, -1, 0.511559, 0.47049
3.168, 1, 5, 3.35431, 3.34716, -1, -1, -1, 0.513086, 0.471504
3.202, 1, 5, 3.35432, 3.34733, -1, -1, -1, 0.514031, 0.472493
3.234, 1, 5, 3.35433, 3.34749, -1, -1, -1, 0.515631, 0.473474
3.268, 1, 5, 3.35431, 3.34764, -1, -1, -1, 0.516637, 0.474433
3.304, 1, 5, 3.35428, 3.34779, -1, -1, -1, 0.517875, 0.475377
3.336, 1, 5, 3.35426, 3.34792, -1, -1, -1, 0.519173, 0.476309
3.368, 1, 5, 3.35431, 3.34806, -1, -1, -1, 0.520105, 0.477222
3.402, 1, 5, 3.35434, 3.34819, -1, -1, -1, 0.521271, 0.47812
3.438, 1, 5, 3.35436, 3.34831, -1, -1, -1, 0.522117, 0.479
3.47, 1, 5, 3.35436, 3.34843, -1, -1, -1, 0.523241, 0.479868
3.504, 1, 5, 3.35435, 3.34854, -1, -1, -1, 0.524351, 0.480723
3.538, 1, 5, 3.35436, 3.34865, -1, -1, -1, 0.525786, 0.481574
3.638, 1, 5, 3.35439, 3.34896, -1, -1, -1, 0.530068, 0.484085
3.672, 1, 5, 3.35437, 3.34905, -1, -1, -1, 0.531796, 0.484922
3.708, 1, 5, 3.35434, 3.34914, -1, -1, -1, 0.533021, 0.485751
3.742, 1, 5, 3.35477, 3.34924, -1, -1, -1, 0.535242, 0.48659
3.778, 1, 5, 3.35507, 3.34934, -1, -1, -1, 0.537024, 0.487431
3.812, 1, 5, 3.35534, 3.34944, -1, -1, -1, 0.538836, 0.488274
3.848, 1, 5, 3.35558, 3.34953, -1, -1, -1, 0.540419, 0.489115
3.884, 1, 5, 3.35579, 3.34963, -1, -1, -1, 0.541947, 0.489953
3.92, 1, 5, 3.35598, 3.34973, -1, -1, -1, 0.543378, 0.490788
3.956, 1, 5, 3.35612, 3.34983, -1, -1, -1, 0.544902, 0.49162
3.99, 1, 5, 3.35618, 3.34993, -1, -1, -1, 0.546068, 0.492445
