Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
0.946, 1, 5, 0.852776, 0.852728, -1, -1, -1, 0.255186, 0.255216
0.98, 1, 5, 0.852931, 0.852796, -1, -1, -1, 0.255201, 0.255211
1.016, 1, 5, 0.853138, 0.852881, -1, -1, -1, 0.255276, 0.255227
1.05, 1, 5, 0.853346, 0.852974, -1, -1, -1, 0.255339, 0.25525
1.084, 1, 5, 0.85354, 0.853069, -1, -1, -1, 0.255392, 0.255273
1.118, 1, 5, 0.853734, 0.853164, -1, -1, -1, 0.255437, 0.255297
1.152, 1, 5, 0.853914, 0.853258, -1, -1, -1, 0.255496, 0.255322
1.186, 1, 5, 0.854077, 0.853349, -1, -1, -1, 0.255553, 0.255347
1.222, 1, 5, 0.854212, 0.853435, -1, -1, -1, 0.255594, 0.255372
1.256, 1, 5, 0.85433, 0.853516, -1, -1, -1, 0.255618, 0.255394
1.29, 1, 5, 0.854469, 0.853596, -1, -1, -1, 0.255677, 0.255418
1.328, 1, 5, 0.854564, 0.85367, -1, -1, -1, 0.25572, 0.255441
1.368, 1, 5, 0.854667, 0.853741, -1, -1, -1, 0.255782, 0.255466
1.404, 1, 5, 0.85473, 0.853807, -1, -1, -1, 0.255816, 0.255489
1.438, 1, 5, 0.854802, 0.853869, -1, -1, -1, 0.255852, 0.255512
1.472, 1, 5, 0.854897, 0.85393, -1, -1, -1, 0.255859, 0.255532
1.512, 1, 5, 0.854983, 0.853988, -1, -1, -1, 0.255871, 0.255551
1.546, 1, 5, 0.855045, 0.854044, -1, -1, -1, 0.255891, 0.255569
1.58, 1, 5, 0.85512, 0.854098, -1, -1, -1, 0.255918, 0.255586
1.616, 1, 5, 0.855175, 0.854149, -1, -1, -1, 0.255919, 0.255602
1.65, 1, 5, 0.855219, 0.854198, -1, -1, -1, 0.255912, 0.255616
1.686, 1, 5, 0.855299, 0.854246, -1, -1, -1, 0.255887, 0.255628
1.788, 1, 5, 0.855547, 0.854387, -1, -1, -1, 0.25581, 0.255651
1.822, 1, 5, 0.855617, 0.854432, -1, -1, -1, 0.255775, 0.255656
1.858, 1, 5, 0.855672, 0.854476, -1, -1, -1, 0.255764, 0.25566
1.896, 1, 5, 0.855738, 0.85452, -1, -1, -1, 0.255743, 0.255662
1.932, 1, 5, 0.855817, 0.854563, -1, -1, -1, 0.255713, 0.255664
1.966, 1, 5, 0.855889, 0.854606, -1, -1, -1, 0.255657, 0.255664
2, 1, 5, 0.855878, 0.854646, -1, -1, -1, 0.255558, 0.255661
2.034, 1, 5, 0.855867, 0.854683, -1, -1, -1, 0.255466, 0.255655
2.068, 1, 5, 0.855872, 0.854718, -1, -1, -1, 0.255406, 0.255647
2.102, 1, 5, 0.855859, 0.85475, -1, -1, -1, 0.255355, 0.255639
2.138, 1, 5, 0.855851, 0.854781, -1, -1, -1, 0.255332, 0.25563
2.172, 1, 5, 0.855846, 0.85481, -1, -1, -1, 0.255338, 0.255623
2.208, 1, 5, 0.855941, 0.854839, -1, -1, -1, 0.255422, 0.255617
2.242, 1, 5, 0.856044, 0.85487, -1, -1, -1, 0.255504, 0.255614
2.346, 1, 5, 0.856334, 0.854968, -1, -1, -1, 0.255766, 0.255619
2.39, 1, 5, 0.856405, 0.855002, -1, -1, -1, 0.255859, 0.255624
2.424, 1, 5, 0.856475, 0.855035, -1, -1, -1, 0.255982, 0.255632
2.458, 1, 5, 0.856473, 0.855067, -1, -1, -1, 0.256054, 0.255642
2.494, 1, 5, 0.85631, 0.855094, -1, -1, -1, 0.256002, 0.25565
