Stamp, X, Y, Z, Yaw
0, 0.00567979, -0.00200555, -0.0275421, -0.0312494
0.035, 0.00574121, -0.0020625, -0.0274024, -0.0312126
0.0682814, 0.00579755, -0.00211116, -0.0272463, -0.0311757
0.100281, 0.00585113, -0.00215042, -0.0272074, -0.0311642
0.134281, 0.00590315, -0.00218189, -0.0271501, -0.031154
0.177562, 0.00597383, -0.00222498, -0.0268954, -0.0311443
0.200562, 0.00595459, -0.00241436, -0.0267722, -0.0311473
0.243562, 0.00593045, -0.00269672, -0.0265901, -0.0311428
0.270847, 0.00592011, -0.00284818, -0.0264779, -0.0311385
0.310847, 0.00590502, -0.00308039, -0.0264018, -0.0311364
0.342847, 0.00589702, -0.00324566, -0.0263827, -0.0311382
0.37514, 0.00589147, -0.00339452, -0.026344, -0.0311212
0.40714, 0.00593741, -0.0035836, -0.0262683, -0.031116
0.44414, 0.00601195, -0.00381931, -0.026185, -0.0311168
0.48044, 0.00607407, -0.00398791, -0.0260744, -0.0311179
0.50644, 0.00612935, -0.00414078, -0.0260177, -0.0311197
0.54244, 0.00618954, -0.00427821, -0.0259942, -0.0311398
0.574751, 0.00624611, -0.00440244, -0.0258862, -0.0311546
0.614751, 0.00647194, -0.00461894, -0.0256049, -0.0311581
0.647072, 0.00664014, -0.0047736, -0.0254166, -0.0311743
0.679072, 0.00680022, -0.00491348, -0.0255482, -0.0312034
0.710072, 0.00694793, -0.00503951, -0.0255434, -0.0312243
0.744405, 0.00709483, -0.00515521, -0.0252722, -0.0312548
0.779405, 0.00721152, -0.00524236, -0.0249763, -0.0313023
0.812405, 0.00724832, -0.00526536, -0.024673, -0.0313211
0.848738, 0.00729172, -0.00528456, -0.0244057, -0.0313673
0.878738, 0.00732953, -0.00529774, -0.0241414, -0.0314183
0.909738, 0.00737124, -0.0053073, -0.0238773, -0.031433
1.05242, 0.00722261, -0.00546852, -0.0229073, -0.0315013
1.08242, 0.00714728, -0.00551509, -0.0228242, -0.031487
1.11442, 0.0070829, -0.00555554, -0.0228234, -0.0314728
1.15378, 0.00707814, -0.00560626, -0.0228223, -0.0314506
1.18378, 0.00720412, -0.00569302, -0.0227653, -0.031436
1.21578, 0.007327, -0.00577009, -0.0228649, -0.0314368
1.24814, 0.00744282, -0.00583812, -0.0230811, -0.0314346
1.28514, 0.0075802, -0.00591175, -0.0233781, -0.0314276
1.31514, 0.00768655, -0.00596342, -0.0236211, -0.0314219
1.3515, 0.00778291, -0.0059809, -0.0235892, -0.0314038
1.3915, 0.00787208, -0.00596907, -0.0234179, -0.0313804
1.4255, 0.00795969, -0.00595107, -0.0233289, -0.0313656
1.45486, 0.00802867, -0.0059367, -0.0232609, -0.0313328
1.55823, 0.00827158, -0.00588736, -0.0228472, -0.0312905
1.58623, 0.00833109, -0.00587776, -0.0228048, -0.031289
1.62623, 0.00849721, -0.0058215, -0.0228668, -0.0312781
1.6586, 0.00866422, -0.00576006, -0.0228354, -0.0312658
1.6906, 0.00882315, -0.00570345, -0.0226837, -0.0312584
1.727, 0.00897992, -0.00565142, -0.0224641, -0.0312575
1.763, 0.00913435, -0.0056032, -0.0223161, -0.0312695
1.795, 0.00927658, -0.00555771, -0.0222556, -0.0312795
1.82943, 0.00932002, -0.00538188, -0.0223122, -0.0312791
1.86043, 0.00933242, -0.00517616, -0.0223742, -0.0312808
1.89543, 0.00935943, -0.00498457, -0.0224016, -0.0312838
1.92989, 0.0093886, -0.00480582, -0.0223372, -0.031286
1.96089, 0.00941761, -0.00463899, -0.0219823, -0.0312884
2.06333, 0.00930824, -0.00416121, -0.0207245, -0.0312653
2.09833, 0.00926015, -0.00401466, -0.0202737, -0.0312329
2.13677, 0.00920225, -0.00384809, -0.0198614, -0.0312117
2.16977, 0.00917212, -0.00372316, -0.0196073, -0.031186
