Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
1.05682, 1, 5, 0.859912, 0.859921, -1, -1, -1, 0.248092, 0.248083
1.08282, 1, 5, 0.860021, 0.859955, -1, -1, -1, 0.248222, 0.248129
1.10682, 1, 5, 0.860093, 0.859989, -1, -1, -1, 0.24831, 0.248174
1.13682, 1, 5, 0.860168, 0.860025, -1, -1, -1, 0.248385, 0.248216
1.17082, 1, 5, 0.860238, 0.86006, -1, -1, -1, 0.24844, 0.248254
1.20482, 1, 5, 0.860252, 0.860088, -1, -1, -1, 0.248436, 0.24828
1.23882, 1, 5, 0.86014, 0.860094, -1, -1, -1, 0.248304, 0.248283
1.27282, 1, 5, 0.860042, 0.860088, -1, -1, -1, 0.248159, 0.248269
1.30882, 1, 5, 0.859959, 0.860075, -1, -1, -1, 0.24801, 0.248243
1.34282, 1, 5, 0.859863, 0.860056, -1, -1, -1, 0.24783, 0.248206
1.37882, 1, 5, 0.859789, 0.860034, -1, -1, -1, 0.247691, 0.248163
1.41082, 1, 5, 0.859695, 0.860008, -1, -1, -1, 0.247597, 0.248119
1.44282, 1, 5, 0.859591, 0.859978, -1, -1, -1, 0.24753, 0.248077
1.47682, 1, 5, 0.859494, 0.859946, -1, -1, -1, 0.247457, 0.248036
1.51082, 1, 5, 0.859418, 0.859913, -1, -1, -1, 0.2474, 0.247996
1.61482, 1, 5, 0.859136, 0.859805, -1, -1, -1, 0.247216, 0.247882
1.64882, 1, 5, 0.859072, 0.859768, -1, -1, -1, 0.247164, 0.247846
1.68482, 1, 5, 0.858904, 0.859727, -1, -1, -1, 0.247005, 0.247806
1.72082, 1, 5, 0.858727, 0.859682, -1, -1, -1, 0.246856, 0.247763
1.75682, 1, 5, 0.858548, 0.859633, -1, -1, -1, 0.246728, 0.247718
1.79482, 1, 5, 0.858367, 0.85958, -1, -1, -1, 0.246608, 0.247671
1.83282, 1, 5, 0.858194, 0.859524, -1, -1, -1, 0.246483, 0.247624
1.87082, 1, 5, 0.858041, 0.859467, -1, -1, -1, 0.246359, 0.247575
1.90682, 1, 5, 0.857972, 0.859412, -1, -1, -1, 0.246342, 0.247529
1.94682, 1, 5, 0.857928, 0.859359, -1, -1, -1, 0.24636, 0.247488
1.98082, 1, 5, 0.857869, 0.859308, -1, -1, -1, 0.246365, 0.247449
2.01682, 1, 5, 0.857802, 0.859257, -1, -1, -1, 0.246377, 0.247413
2.04882, 1, 5, 0.857714, 0.859208, -1, -1, -1, 0.246419, 0.247381
2.14482, 1, 5, 0.857631, 0.859068, -1, -1, -1, 0.246761, 0.247314
2.17882, 1, 5, 0.857614, 0.859026, -1, -1, -1, 0.246889, 0.247302
2.21282, 1, 5, 0.857608, 0.858987, -1, -1, -1, 0.247026, 0.247294
2.24882, 1, 5, 0.857594, 0.858949, -1, -1, -1, 0.24711, 0.247289
