Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
1.86693, 1, 5, 3.4262, 3.4262, -1, -1, -1, 0.415762, 0.415762
1.95893, 1, 5, 3.426, 3.4261, -1, -1, -1, 0.421426, 0.418594
2.03293, 1, 5, 3.42582, 3.426, -1, -1, -1, 0.430699, 0.422629
2.06293, 1, 5, 3.42575, 3.42594, -1, -1, -1, 0.433784, 0.425418
2.10093, 1, 5, 3.42567, 3.42589, -1, -1, -1, 0.437528, 0.42784
2.13493, 1, 5, 3.42559, 3.42584, -1, -1, -1, 0.442606, 0.430301
2.16493, 1, 5, 3.42552, 3.42579, -1, -1, -1, 0.446596, 0.432629
2.18693, 1, 5, 3.42539, 3.42574, -1, -1, -1, 0.449965, 0.434796
2.21493, 1, 5, 3.42535, 3.4257, -1, -1, -1, 0.453696, 0.436896
2.25093, 1, 5, 3.42539, 3.42567, -1, -1, -1, 0.456294, 0.438836
2.28493, 1, 5, 3.42557, 3.42566, -1, -1, -1, 0.459295, 0.440695
2.32093, 1, 5, 3.42574, 3.42567, -1, -1, -1, 0.46103, 0.44239
2.35893, 1, 5, 3.42609, 3.4257, -1, -1, -1, 0.463697, 0.444029
2.39493, 1, 5, 3.42653, 3.42576, -1, -1, -1, 0.46628, 0.445618
2.42693, 1, 5, 3.42719, 3.42585, -1, -1, -1, 0.469433, 0.447206
2.46093, 1, 5, 3.42768, 3.42597, -1, -1, -1, 0.47151, 0.448725
2.49693, 1, 5, 3.42818, 3.4261, -1, -1, -1, 0.473453, 0.45018
2.53093, 1, 5, 3.43035, 3.42633, -1, -1, -1, 0.476073, 0.451618
2.56693, 1, 5, 3.43111, 3.42659, -1, -1, -1, 0.479, 0.453059
2.68893, 1, 5, 3.43333, 3.42762, -1, -1, -1, 0.487211, 0.458489
2.71893, 1, 5, 3.43389, 3.42788, -1, -1, -1, 0.48897, 0.459759
2.75493, 1, 5, 3.4345, 3.42815, -1, -1, -1, 0.49083, 0.461002
2.78693, 1, 5, 3.43515, 3.42841, -1, -1, -1, 0.492344, 0.462207
2.82293, 1, 5, 3.4357, 3.42868, -1, -1, -1, 0.493833, 0.463378
2.86093, 1, 5, 3.43611, 3.42895, -1, -1, -1, 0.494633, 0.464495
2.89493, 1, 5, 3.43647, 3.42921, -1, -1, -1, 0.495615, 0.465568
2.93093, 1, 5, 3.43701, 3.42947, -1, -1, -1, 0.49672, 0.466606
2.96693, 1, 5, 3.43733, 3.42972, -1, -1, -1, 0.497448, 0.467601
2.99893, 1, 5, 3.4377, 3.42997, -1, -1, -1, 0.49825, 0.468559
3.03693, 1, 5, 3.43805, 3.43022, -1, -1, -1, 0.499238, 0.469489
3.06893, 1, 5, 3.43835, 3.43046, -1, -1, -1, 0.499968, 0.470385
3.10493, 1, 5, 3.4386, 3.43069, -1, -1, -1, 0.500634, 0.471249
3.14093, 1, 5, 3.43877, 3.43091, -1, -1, -1, 0.50121, 0.472082
3.17893, 1, 5, 3.43898, 3.43113, -1, -1, -1, 0.502669, 0.472908
