Stamp, Max volume, Current volume, Procentage
0.544932, 2988, 7.037, 0.00235509
0.894932, 2988, 7.401, 0.00247691
1.49493, 2988, 8.463, 0.00283233
2.19493, 2988, 9.356, 0.00313119
2.79493, 2988, 22.639, 0.00757664
3.49493, 2988, 51.658, 0.0172885
4.19493, 2988, 81.726, 0.0273514
5.49493, 2988, 138.59, 0.0463822
6.69493, 2988, 160.24, 0.0536278
7.59693, 2988, 163.201, 0.0546188
8.59493, 2988, 165.229, 0.0552975
9.19493, 2988, 165.854, 0.0555067
9.89493, 2988, 166.206, 0.0556245
10.3949, 2988, 166.339, 0.055669
11.3989, 2988, 166.41, 0.0556928
12.2949, 2988, 167.112, 0.0559277
13.4949, 2988, 174.069, 0.058256
14.7949, 2988, 186.854, 0.0625348
15.8949, 2988, 190.334, 0.0636995
17.3949, 2988, 194.207, 0.0649956
18.3949, 2988, 197.622, 0.0661386
19.4949, 2988, 199.012, 0.0666037
20.4949, 2988, 199.051, 0.0666168
21.2969, 2988, 199.07, 0.0666232
22.0949, 2988, 199.314, 0.0667048
22.9949, 2988, 199.897, 0.0668999
23.6949, 2988, 202.017, 0.0676094
24.4949, 2988, 204.358, 0.0683929
25.4949, 2988, 205.508, 0.0687778
26.8009, 2988, 207.105, 0.0693122
28.1949, 2988, 208.023, 0.0696195
29.1949, 2988, 208.145, 0.0696603
30.5949, 2988, 208.653, 0.0698303
31.8949, 2988, 208.869, 0.0699026
33.1949, 2988, 209.047, 0.0699622
34.1969, 2988, 210.337, 0.0703939
35.6969, 2988, 218.819, 0.0732326
37.2949, 2988, 222.442, 0.0744451
38.8949, 2988, 222.467, 0.0744535
39.9949, 2988, 222.523, 0.0744722
41.1949, 2988, 222.525, 0.0744729
42.8949, 2988, 222.958, 0.0746178
43.8989, 2988, 223.093, 0.074663
44.3949, 2988, 223.093, 0.074663
45.1969, 2988, 223.093, 0.074663
45.9949, 2988, 223.093, 0.074663
46.4949, 2988, 223.093, 0.074663
47.2949, 2988, 223.093, 0.074663
47.5949, 2988, 223.093, 0.074663
48.1949, 2988, 223.093, 0.074663
48.6949, 2988, 223.093, 0.074663
49.2949, 2988, 223.093, 0.074663
49.5949, 2988, 223.093, 0.074663
49.9949, 2988, 223.093, 0.074663
50.3949, 2988, 223.093, 0.074663
50.7949, 2988, 223.093, 0.074663
51.1949, 2988, 223.093, 0.074663
51.5949, 2988, 223.093, 0.074663
51.9949, 2988, 223.093, 0.074663
52.3949, 2988, 223.093, 0.074663
52.9049, 2988, 223.102, 0.074666
53.4949, 2988, 223.102, 0.074666
53.7949, 2988, 223.126, 0.074674
54.3949, 2988, 223.171, 0.0746891
54.9949, 2988, 223.171, 0.0746891
55.3969, 2988, 223.171, 0.0746891
55.9949, 2988, 223.171, 0.0746891
56.7949, 2988, 223.171, 0.0746891
57.8949, 2988, 223.171, 0.0746891
59.2949, 2988, 223.171, 0.0746891
60.8949, 2988, 223.171, 0.0746891
62.2969, 2988, 223.171, 0.0746891
63.6969, 2988, 223.48, 0.0747925
64.9949, 2988, 223.706, 0.0748681
66.2949, 2988, 224.045, 0.0749816
67.8949, 2988, 224.045, 0.0749816
69.4949, 2988, 224.045, 0.0749816
70.7949, 2988, 224.045, 0.0749816
72.3969, 2988, 226.816, 0.075909
73.9969, 2988, 228.119, 0.076345
75.2969, 2988, 228.756, 0.0765582
76.2969, 2988, 228.992, 0.0766372
77.4969, 2988, 229.674, 0.0768655
78.6969, 2988, 229.674, 0.0768655
79.7989, 2988, 229.674, 0.0768655
81.2989, 2988, 229.674, 0.0768655
82.5969, 2988, 229.674, 0.0768655
83.7969, 2988, 229.674, 0.0768655
85.4969, 2988, 229.674, 0.0768655
86.7969, 2988, 229.674, 0.0768655
88.1969, 2988, 229.674, 0.0768655
89.1989, 2988, 229.674, 0.0768655
90.5969, 2988, 229.674, 0.0768655
91.5969, 2988, 229.674, 0.0768655
93.1969, 2988, 229.674, 0.0768655
94.1969, 2988, 231.559, 0.0774963
95.4969, 2988, 231.559, 0.0774963
96.9969, 2988, 231.559, 0.0774963
98.2969, 2988, 231.559, 0.0774963
99.4989, 2988, 231.559, 0.0774963
100.697, 2988, 231.559, 0.0774963
102.197, 2988, 231.559, 0.0774963
103.297, 2988, 231.559, 0.0774963
104.597, 2988, 231.559, 0.0774963
105.897, 2988, 231.559, 0.0774963
107.297, 2988, 231.559, 0.0774963
108.497, 2988, 231.559, 0.0774963
110.097, 2988, 231.559, 0.0774963
111.297, 2988, 254.693, 0.0852386
113.097, 2988, 302.998, 0.101405
114.497, 2988, 307.016, 0.10275
116.097, 2988, 310.548, 0.103932
117.297, 2988, 312.153, 0.104469
118.697, 2988, 313.3, 0.104853
119.797, 2988, 314.167, 0.105143
121.197, 2988, 315.986, 0.105752
122.197, 2988, 318.027, 0.106435
123.097, 2988, 319.531, 0.106938
124.197, 2988, 325.849, 0.109053
125.097, 2988, 326.761, 0.109358
126.497, 2988, 328.459, 0.109926
127.697, 2988, 329.004, 0.110108
129.297, 2988, 333.558, 0.111633
130.397, 2988, 338.673, 0.113344
131.597, 2988, 343.306, 0.114895
132.997, 2988, 347.889, 0.116429
134.297, 2988, 351.87, 0.117761
