Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
0.718, 1, 5, 0.852893, 0.852893, -1, -1, -1, 0.25989, 0.25989
0.764, 1, 5, 0.85284, 0.852866, -1, -1, -1, 0.260057, 0.259973
0.828, 1, 5, 0.852768, 0.852833, -1, -1, -1, 0.260292, 0.26008
0.856, 1, 5, 0.852732, 0.852808, -1, -1, -1, 0.260408, 0.260162
0.892, 1, 5, 0.852712, 0.852789, -1, -1, -1, 0.260472, 0.260224
0.926, 1, 5, 0.852698, 0.852774, -1, -1, -1, 0.260512, 0.260272
0.964, 1, 5, 0.852692, 0.852762, -1, -1, -1, 0.260519, 0.260307
1, 1, 5, 0.852709, 0.852755, -1, -1, -1, 0.260443, 0.260324
1.034, 1, 5, 0.852714, 0.852751, -1, -1, -1, 0.260409, 0.260334
1.072, 1, 5, 0.852684, 0.852744, -1, -1, -1, 0.26051, 0.260351
1.108, 1, 5, 0.852658, 0.852736, -1, -1, -1, 0.260595, 0.260374
1.142, 1, 5, 0.852648, 0.852729, -1, -1, -1, 0.260619, 0.260394
1.284, 1, 5, 0.85267, 0.852712, -1, -1, -1, 0.260477, 0.260429
1.318, 1, 5, 0.852667, 0.852709, -1, -1, -1, 0.260478, 0.260432
1.352, 1, 5, 0.852656, 0.852706, -1, -1, -1, 0.260501, 0.260435
1.39, 1, 5, 0.852658, 0.852704, -1, -1, -1, 0.260479, 0.260438
1.426, 1, 5, 0.852695, 0.852703, -1, -1, -1, 0.260328, 0.260432
1.46, 1, 5, 0.852754, 0.852706, -1, -1, -1, 0.260098, 0.260416
1.496, 1, 5, 0.852845, 0.852712, -1, -1, -1, 0.259776, 0.260387
1.53, 1, 5, 0.852944, 0.852722, -1, -1, -1, 0.259448, 0.260346
1.564, 1, 5, 0.853056, 0.852736, -1, -1, -1, 0.259104, 0.260295
1.598, 1, 5, 0.85318, 0.852754, -1, -1, -1, 0.258748, 0.260233
1.634, 1, 5, 0.853267, 0.852774, -1, -1, -1, 0.258513, 0.260167
1.668, 1, 5, 0.853343, 0.852795, -1, -1, -1, 0.258313, 0.260098
1.742, 1, 5, 0.853447, 0.852838, -1, -1, -1, 0.258058, 0.259961
1.768, 1, 5, 0.85346, 0.852859, -1, -1, -1, 0.258021, 0.259897
1.804, 1, 5, 0.853441, 0.852878, -1, -1, -1, 0.258052, 0.259837
1.842, 1, 5, 0.853406, 0.852894, -1, -1, -1, 0.258126, 0.259784
1.88, 1, 5, 0.853332, 0.852907, -1, -1, -1, 0.258294, 0.259739
1.918, 1, 5, 0.853286, 0.852918, -1, -1, -1, 0.2584, 0.259699
1.958, 1, 5, 0.853272, 0.852929, -1, -1, -1, 0.258427, 0.259663
1.996, 1, 5, 0.853312, 0.852939, -1, -1, -1, 0.258321, 0.259626
2.032, 1, 5, 0.853326, 0.85295, -1, -1, -1, 0.258288, 0.259589
2.068, 1, 5, 0.853303, 0.852959, -1, -1, -1, 0.258339, 0.259557
2.102, 1, 5, 0.853278, 0.852967, -1, -1, -1, 0.258398, 0.259527
2.144, 1, 5, 0.853238, 0.852974, -1, -1, -1, 0.258496, 0.259501
2.176, 1, 5, 0.853241, 0.85298, -1, -1, -1, 0.25849, 0.259476
2.21, 1, 5, 0.853235, 0.852987, -1, -1, -1, 0.258505, 0.259453
2.25, 1, 5, 0.853215, 0.852992, -1, -1, -1, 0.258559, 0.259432
2.338, 1, 5, 0.853055, 0.852999, -1, -1, -1, 0.258999, 0.259394
2.368, 1, 5, 0.853024, 0.853, -1, -1, -1, 0.259094, 0.259388
2.402, 1, 5, 0.853006, 0.853, -1, -1, -1, 0.259151, 0.259383
2.438, 1, 5, 0.853005, 0.853, -1, -1, -1, 0.259158, 0.259378
2.472, 1, 5, 0.853013, 0.853, -1, -1, -1, 0.259138, 0.259374
2.51, 1, 5, 0.85302, 0.853001, -1, -1, -1, 0.259126, 0.259369
2.546, 1, 5, 0.853035, 0.853001, -1, -1, -1, 0.259093, 0.259364
2.592, 1, 5, 0.853038, 0.853002, -1, -1, -1, 0.259092, 0.259358
2.624, 1, 5, 0.853034, 0.853003, -1, -1, -1, 0.259109, 0.259354
2.656, 1, 5, 0.853019, 0.853003, -1, -1, -1, 0.259168, 0.25935
2.692, 1, 5, 0.853041, 0.853004, -1, -1, -1, 0.259114, 0.259346
2.728, 1, 5, 0.853047, 0.853004, -1, -1, -1, 0.259109, 0.259342
2.762, 1, 5, 0.853053, 0.853005, -1, -1, -1, 0.259105, 0.259338
2.796, 1, 5, 0.853063, 0.853006, -1, -1, -1, 0.259094, 0.259334
2.832, 1, 5, 0.853069, 0.853007, -1, -1, -1, 0.259089, 0.25933
2.862, 1, 5, 0.853094, 0.853009, -1, -1, -1, 0.259034, 0.259325
2.898, 1, 5, 0.853127, 0.853011, -1, -1, -1, 0.258956, 0.259319
2.986, 1, 5, 0.853161, 0.853017, -1, -1, -1, 0.258909, 0.259301
3.014, 1, 5, 0.853178, 0.853019, -1, -1, -1, 0.258882, 0.259295
