Stamp, Max volume, Current volume, Procentage
0.04, 2988, 7.377, 0.00246888
0.14, 2988, 7.414, 0.00248126
0.64, 2988, 7.433, 0.00248762
1.04, 2988, 7.46, 0.00249665
1.54, 2988, 7.524, 0.00251807
1.94, 2988, 7.584, 0.00253815
2.44, 2988, 7.613, 0.00254786
2.842, 2988, 7.629, 0.00255321
3.24, 2988, 7.639, 0.00255656
3.64, 2988, 7.651, 0.00256058
4.04, 2988, 7.665, 0.00256526
4.34, 2988, 7.68, 0.00257028
4.74, 2988, 7.714, 0.00258166
5.24, 2988, 7.74, 0.00259036
5.64, 2988, 7.777, 0.00260274
6.242, 2988, 7.801, 0.00261078
6.74, 2988, 7.809, 0.00261345
7.242, 2988, 7.809, 0.00261345
7.74, 2988, 7.809, 0.00261345
8.34, 2988, 7.81, 0.00261379
8.84, 2988, 7.82, 0.00261714
9.14, 2988, 7.82, 0.00261714
10.042, 2988, 7.827, 0.00261948
10.44, 2988, 7.841, 0.00262416
11.04, 2988, 7.87, 0.00263387
11.54, 2988, 7.884, 0.00263855
12.14, 2988, 7.91, 0.00264726
12.64, 2988, 7.922, 0.00265127
12.942, 2988, 7.923, 0.00265161
13.64, 2988, 7.923, 0.00265161
14.04, 2988, 7.923, 0.00265161
14.54, 2988, 7.923, 0.00265161
15.04, 2988, 7.923, 0.00265161
15.74, 2988, 7.923, 0.00265161
16.342, 2988, 7.923, 0.00265161
16.94, 2988, 7.923, 0.00265161
17.34, 2988, 7.923, 0.00265161
17.742, 2988, 7.928, 0.00265328
18.242, 2988, 7.928, 0.00265328
18.84, 2988, 7.928, 0.00265328
19.14, 2988, 7.928, 0.00265328
19.84, 2988, 7.928, 0.00265328
20.44, 2988, 7.928, 0.00265328
20.84, 2988, 7.928, 0.00265328
21.34, 2988, 7.928, 0.00265328
21.84, 2988, 7.928, 0.00265328
22.24, 2988, 7.928, 0.00265328
22.84, 2988, 7.928, 0.00265328
23.442, 2988, 7.928, 0.00265328
24.14, 2988, 7.928, 0.00265328
24.54, 2988, 7.928, 0.00265328
24.94, 2988, 7.928, 0.00265328
25.64, 2988, 7.928, 0.00265328
25.942, 2988, 7.928, 0.00265328
26.54, 2988, 7.928, 0.00265328
27.14, 2988, 7.928, 0.00265328
27.74, 2988, 7.928, 0.00265328
28.24, 2988, 7.928, 0.00265328
28.74, 2988, 7.928, 0.00265328
29.34, 2988, 7.928, 0.00265328
29.74, 2988, 7.928, 0.00265328
30.344, 2988, 7.928, 0.00265328
