Stamp, X, Y, Z, Yaw
0, 0.00400067, -0.00432013, -0.0710484, -0.0683005
0.036, 0.00415709, -0.00413256, -0.070588, -0.0682866
0.07, 0.00430179, -0.00396033, -0.0701973, -0.0682621
0.102, 0.00444281, -0.0037912, -0.069927, -0.0682347
0.138, 0.00444242, -0.00362931, -0.0695387, -0.0682202
0.172, 0.00445271, -0.00346382, -0.0693007, -0.06817
0.202, 0.00446663, -0.0033044, -0.0692881, -0.0681227
0.236, 0.00448347, -0.00315061, -0.069486, -0.0680871
0.27, 0.00449617, -0.00301336, -0.0696284, -0.0680277
0.304, 0.00451578, -0.00284707, -0.06985, -0.067971
0.338, 0.00454896, -0.00272618, -0.0698035, -0.0679473
0.372, 0.00459544, -0.00257017, -0.0698361, -0.0678786
0.404, 0.00463044, -0.00246487, -0.0699811, -0.0678305
0.44, 0.00467364, -0.00233408, -0.0699579, -0.0678059
0.472, 0.00471016, -0.00222034, -0.0696961, -0.0677683
0.506, 0.00475009, -0.0020952, -0.0691198, -0.0677348
0.54, 0.00473752, -0.00200378, -0.0690053, -0.0677385
0.574, 0.00471016, -0.00188169, -0.0687036, -0.067733
0.606, 0.00469123, -0.00179179, -0.0685098, -0.0677272
0.642, 0.00468347, -0.00169036, -0.0684913, -0.0677234
0.674, 0.00467966, -0.00159201, -0.068609, -0.0677082
0.708, 0.00469215, -0.00147215, -0.0685995, -0.0677089
0.742, 0.00471382, -0.00138865, -0.0685378, -0.0676998
0.776, 0.0047314, -0.00131836, -0.0681994, -0.0676662
0.81, 0.00475484, -0.00123791, -0.0678584, -0.067632
0.846, 0.00478508, -0.00114388, -0.0676231, -0.0676209
0.878, 0.00481566, -0.00105114, -0.0674507, -0.0675839
0.912, 0.00485052, -0.00103419, -0.0675189, -0.0675596
0.944, 0.00489881, -0.0010912, -0.0675537, -0.0675449
0.98, 0.00494171, -0.00111249, -0.0675697, -0.0675258
1.014, 0.00498106, -0.00113211, -0.067502, -0.0674909
1.048, 0.0050326, -0.00111338, -0.0675842, -0.0674686
1.082, 0.00507294, -0.00111265, -0.0673957, -0.0674352
1.114, 0.00512329, -0.00118915, -0.0674086, -0.0674024
1.152, 0.00517711, -0.0013237, -0.0672226, -0.067376
1.186, 0.00522297, -0.00140446, -0.0670279, -0.0673393
1.222, 0.00527984, -0.00148506, -0.0668182, -0.0672979
1.254, 0.0053268, -0.00152997, -0.067043, -0.0672659
1.288, 0.00536976, -0.00163609, -0.0670486, -0.06721
1.322, 0.0054343, -0.00179343, -0.0669561, -0.0671698
1.356, 0.00548114, -0.00190459, -0.066888, -0.0671477
1.39, 0.00553634, -0.0019794, -0.0671112, -0.0671079
