Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
1.144, 1, 5, 3.43009, 3.43009, -1, -1, -1, 0.266199, 0.266199
1.244, 1, 5, 3.43009, 3.43009, -1, -1, -1, 0.26651, 0.266354
1.304, 1, 5, 3.43009, 3.43009, -1, -1, -1, 0.266416, 0.266375
1.348, 1, 5, 3.4301, 3.43009, -1, -1, -1, 0.266096, 0.266305
1.382, 1, 5, 3.4301, 3.43009, -1, -1, -1, 0.265819, 0.266208
1.416, 1, 5, 3.43011, 3.4301, -1, -1, -1, 0.265595, 0.266106
1.452, 1, 5, 3.43012, 3.4301, -1, -1, -1, 0.26535, 0.265998
1.486, 1, 5, 3.43012, 3.4301, -1, -1, -1, 0.265056, 0.26588
1.52, 1, 5, 3.43013, 3.43011, -1, -1, -1, 0.264791, 0.265759
1.556, 1, 5, 3.43014, 3.43011, -1, -1, -1, 0.264587, 0.265642
1.59, 1, 5, 3.43015, 3.43011, -1, -1, -1, 0.264359, 0.265525
1.624, 1, 5, 3.43015, 3.43012, -1, -1, -1, 0.264189, 0.265414
1.658, 1, 5, 3.43015, 3.43012, -1, -1, -1, 0.264194, 0.26532
1.692, 1, 5, 3.43016, 3.43012, -1, -1, -1, 0.264032, 0.265228
1.734, 1, 5, 3.43016, 3.43012, -1, -1, -1, 0.263835, 0.265135
1.828, 1, 5, 3.43018, 3.43013, -1, -1, -1, 0.263317, 0.264862
1.862, 1, 5, 3.43019, 3.43014, -1, -1, -1, 0.2632, 0.264774
1.896, 1, 5, 3.43019, 3.43014, -1, -1, -1, 0.263082, 0.26469
1.934, 1, 5, 3.4302, 3.43014, -1, -1, -1, 0.262911, 0.264605
1.968, 1, 5, 3.4302, 3.43015, -1, -1, -1, 0.262833, 0.264524
2.002, 1, 5, 3.43021, 3.43015, -1, -1, -1, 0.262703, 0.264445
2.038, 1, 5, 3.43021, 3.43015, -1, -1, -1, 0.262607, 0.264369
2.072, 1, 5, 3.43022, 3.43015, -1, -1, -1, 0.262483, 0.264293
2.106, 1, 5, 3.43022, 3.43016, -1, -1, -1, 0.262416, 0.264221
2.146, 1, 5, 3.43023, 3.43016, -1, -1, -1, 0.262319, 0.26415
2.18, 1, 5, 3.43023, 3.43016, -1, -1, -1, 0.262267, 0.264083
2.214, 1, 5, 3.43023, 3.43016, -1, -1, -1, 0.262193, 0.264018
2.25, 1, 5, 3.43024, 3.43017, -1, -1, -1, 0.262139, 0.263955
2.282, 1, 5, 3.43024, 3.43017, -1, -1, -1, 0.262115, 0.263896
