Stamp, Max volume, Current volume, Procentage
0.424, 2988, 7.201, 0.00240997
0.524, 2988, 7.205, 0.00241131
1.124, 2988, 7.27, 0.00243307
1.724, 2988, 7.28, 0.00243641
2.324, 2988, 7.287, 0.00243876
3.024, 2988, 7.297, 0.0024421
3.524, 2988, 7.297, 0.0024421
4.124, 2988, 7.859, 0.00263019
4.624, 2988, 8.535, 0.00285643
5.224, 2988, 9.253, 0.00309672
5.724, 2988, 17.209, 0.00575937
6.324, 2988, 41.555, 0.0139073
7.024, 2988, 71.205, 0.0238303
7.624, 2988, 97.468, 0.0326198
8.424, 2988, 132.018, 0.0441827
9.724, 2988, 160.457, 0.0537005
10.526, 2988, 163.119, 0.0545914
11.424, 2988, 165.313, 0.0553256
12.024, 2988, 165.939, 0.0555351
12.524, 2988, 166.31, 0.0556593
13.024, 2988, 166.514, 0.0557276
13.626, 2988, 166.638, 0.0557691
14.424, 2988, 166.693, 0.0557875
15.224, 2988, 167.527, 0.0560666
16.224, 2988, 174.063, 0.058254
17.024, 2988, 182.357, 0.0610298
18.524, 2988, 189.35, 0.0633701
19.724, 2988, 193.437, 0.064738
20.924, 2988, 196.763, 0.0658511
22.324, 2988, 196.802, 0.0658641
23.224, 2988, 196.81, 0.0658668
24.024, 2988, 197.014, 0.0659351
24.824, 2988, 197.57, 0.0661212
25.324, 2988, 198.232, 0.0663427
26.124, 2988, 199.99, 0.0669311
27.024, 2988, 200.374, 0.0670596
27.524, 2988, 200.395, 0.0670666
28.624, 2988, 200.792, 0.0671995
29.624, 2988, 200.792, 0.0671995
30.624, 2988, 200.792, 0.0671995
31.724, 2988, 200.792, 0.0671995
32.724, 2988, 200.827, 0.0672112
33.824, 2988, 208.163, 0.0696663
35.024, 2988, 210.126, 0.0703233
36.524, 2988, 210.491, 0.0704454
38.024, 2988, 210.491, 0.0704454
39.424, 2988, 210.491, 0.0704454
40.724, 2988, 210.491, 0.0704454
41.924, 2988, 210.491, 0.0704454
43.524, 2988, 217.196, 0.0726894
44.828, 2988, 227.78, 0.0762316
46.524, 2988, 228.18, 0.0763655
47.724, 2988, 228.572, 0.0764967
48.724, 2988, 229.159, 0.0766931
49.724, 2988, 229.256, 0.0767256
51.124, 2988, 230.268, 0.0770643
52.224, 2988, 230.369, 0.0770981
53.424, 2988, 230.889, 0.0772721
54.324, 2988, 231.323, 0.0774173
55.424, 2988, 231.323, 0.0774173
56.624, 2988, 231.323, 0.0774173
57.824, 2988, 231.323, 0.0774173
59.124, 2988, 231.323, 0.0774173
60.324, 2988, 231.323, 0.0774173
62.324, 2988, 231.323, 0.0774173
63.824, 2988, 231.323, 0.0774173
65.728, 2988, 231.323, 0.0774173
67.526, 2988, 231.323, 0.0774173
69.224, 2988, 231.323, 0.0774173
70.624, 2988, 231.323, 0.0774173
72.124, 2988, 231.323, 0.0774173
73.724, 2988, 231.323, 0.0774173
75.024, 2988, 231.323, 0.0774173
76.424, 2988, 231.323, 0.0774173
77.524, 2988, 231.323, 0.0774173
78.924, 2988, 231.323, 0.0774173
80.824, 2988, 231.429, 0.0774528
81.724, 2988, 231.683, 0.0775378
82.424, 2988, 231.683, 0.0775378
83.824, 2988, 231.683, 0.0775378
84.824, 2988, 231.683, 0.0775378
85.724, 2988, 231.683, 0.0775378
86.624, 2988, 287.024, 0.0960589
87.526, 2988, 298.147, 0.0997815
89.124, 2988, 298.917, 0.100039
90.524, 2988, 301.384, 0.100865
92.124, 2988, 306.857, 0.102696
93.724, 2988, 311.193, 0.104148
95.024, 2988, 317.503, 0.106259
96.124, 2988, 320.729, 0.107339
97.224, 2988, 324.935, 0.108747
98.324, 2988, 329.61, 0.110311
99.624, 2988, 333.978, 0.111773
100.724, 2988, 337.887, 0.113081
101.824, 2988, 338.432, 0.113264
103.024, 2988, 338.729, 0.113363
103.924, 2988, 338.729, 0.113363
105.124, 2988, 338.914, 0.113425
106.224, 2988, 338.932, 0.113431
107.024, 2988, 339.028, 0.113463
108.224, 2988, 339.243, 0.113535
109.124, 2988, 339.742, 0.113702
110.024, 2988, 341.418, 0.114263
111.224, 2988, 342.567, 0.114648
112.224, 2988, 342.791, 0.114723
113.326, 2988, 343.511, 0.114964
114.324, 2988, 343.541, 0.114974
115.524, 2988, 343.541, 0.114974
116.824, 2988, 346.945, 0.116113
118.124, 2988, 356.326, 0.119252
119.324, 2988, 364.505, 0.12199
120.724, 2988, 378.481, 0.126667
122.224, 2988, 408.278, 0.136639
123.828, 2988, 417.29, 0.139655
125.636, 2988, 427.856, 0.143191
127.124, 2988, 436.754, 0.146169
128.524, 2988, 437.728, 0.146495
129.924, 2988, 438.194, 0.146651
131.628, 2988, 439.162, 0.146975
133.036, 2988, 439.248, 0.147004
134.132, 2988, 439.506, 0.14709
135.624, 2988, 442.076, 0.14795
137.024, 2988, 449.734, 0.150513
138.324, 2988, 451.21, 0.151007
139.424, 2988, 453.987, 0.151937
140.726, 2988, 465.119, 0.155662
142.224, 2988, 477.48, 0.159799
143.326, 2988, 495.082, 0.16569
144.824, 2988, 510.365, 0.170805
147.024, 2988, 515.174, 0.172414
148.428, 2988, 517.619, 0.173233
150.424, 2988, 519.656, 0.173914
151.836, 2988, 520.179, 0.174089
153.126, 2988, 523.474, 0.175192
154.726, 2988, 531.505, 0.17788
155.824, 2988, 535.122, 0.17909
157.524, 2988, 542.337, 0.181505
158.726, 2988, 543.182, 0.181788
160.324, 2988, 555.292, 0.185841
161.83, 2988, 567.924, 0.190068
163.624, 2988, 570.578, 0.190956
164.84, 2988, 572.942, 0.191748
165.924, 2988, 574.127, 0.192144
166.824, 2988, 574.319, 0.192209
168.124, 2988, 575.161, 0.19249
169.624, 2988, 576.272, 0.192862
170.824, 2988, 577.247, 0.193188
172.328, 2988, 579.151, 0.193826
173.738, 2988, 579.409, 0.193912
175.06, 2988, 579.864, 0.194064
176.548, 2988, 579.997, 0.194109
177.724, 2988, 590.716, 0.197696
178.836, 2988, 596.622, 0.199673
180.336, 2988, 597.199, 0.199866
181.824, 2988, 597.341, 0.199913
182.824, 2988, 608.777, 0.203741
184.224, 2988, 620.778, 0.207757
185.928, 2988, 622.138, 0.208212
187.046, 2988, 622.767, 0.208423
188.634, 2988, 622.888, 0.208463
190.326, 2988, 627.377, 0.209966
191.328, 2988, 640.592, 0.214388
192.632, 2988, 643.918, 0.215501
194.256, 2988, 648.965, 0.21719
196.202, 2988, 660.234, 0.220962
197.326, 2988, 666.901, 0.223193
199.06, 2988, 683.123, 0.228622
200.65, 2988, 688.05, 0.230271
202.724, 2988, 688.687, 0.230484
204.024, 2988, 688.878, 0.230548
205.824, 2988, 693.472, 0.232086
207.424, 2988, 701.252, 0.234689
209.142, 2988, 709.637, 0.237496
210.924, 2988, 713.281, 0.238715
212.642, 2988, 714.686, 0.239185
214.624, 2988, 717.676, 0.240186
216.464, 2988, 725.785, 0.2429
217.964, 2988, 770.535, 0.257877
220.464, 2988, 777.238, 0.26012
222.08, 2988, 781.26, 0.261466
224.564, 2988, 786.774, 0.263311
225.876, 2988, 788.328, 0.263831
228.27, 2988, 792.636, 0.265273
230.014, 2988, 800.287, 0.267834
231.674, 2988, 803.129, 0.268785
233.504, 2988, 804.316, 0.269182
235.052, 2988, 806.504, 0.269914
237.274, 2988, 808.463, 0.27057
238.384, 2988, 811.265, 0.271508
239.574, 2988, 813.066, 0.27211
241.314, 2988, 814.021, 0.27243
242.684, 2988, 820.503, 0.274599
244.248, 2988, 832.121, 0.278488
245.774, 2988, 838.572, 0.280647
247.774, 2988, 846.709, 0.28337
249.236, 2988, 851.186, 0.284868
250.874, 2988, 852.205, 0.285209
252.274, 2988, 852.273, 0.285232
253.776, 2988, 858.065, 0.28717
255.374, 2988, 864.602, 0.289358
257.174, 2988, 881.025, 0.294854
258.574, 2988, 892.576, 0.29872
260.074, 2988, 897.274, 0.300293
262.074, 2988, 899.48, 0.301031
264.074, 2988, 909.76, 0.304471
265.896, 2988, 912.776, 0.305481
267.774, 2988, 922.537, 0.308747
270.074, 2988, 927.231, 0.310318
271.874, 2988, 941.356, 0.315046
274.174, 2988, 943.57, 0.315786
276.174, 2988, 945.193, 0.31633
278.474, 2988, 947.985, 0.317264
280.674, 2988, 949.274, 0.317695
282.7, 2988, 953.465, 0.319098
284.866, 2988, 964.488, 0.322787
287.074, 2988, 972.001, 0.325302
289.474, 2988, 985.084, 0.32968
291.974, 2988, 987.82, 0.330596
293.974, 2988, 987.865, 0.330611
296.774, 2988, 989.76, 0.331245
298.874, 2988, 993.899, 0.33263
300.374, 2988, 998.227, 0.334079
302.478, 2988, 999.012, 0.334341
304.926, 2988, 1005.29, 0.336444
306.268, 2988, 1019.27, 0.34112
308.326, 2988, 1021.17, 0.341757
310.126, 2988, 1023.04, 0.342384
312.128, 2988, 1023.53, 0.342546
314.426, 2988, 1023.56, 0.342558
316.826, 2988, 1023.56, 0.342558
318.472, 2988, 1023.56, 0.342559
320.258, 2988, 1024.76, 0.342959
322.372, 2988, 1026.41, 0.34351
324.974, 2988, 1027.2, 0.343774
327.162, 2988, 1030.85, 0.344997
329.662, 2988, 1032.66, 0.345602
331.762, 2988, 1034.7, 0.346286
333.672, 2988, 1035.66, 0.346607
335.964, 2988, 1036.86, 0.347009
337.762, 2988, 1036.86, 0.347009
340.062, 2988, 1036.86, 0.347009
341.264, 2988, 1036.89, 0.347019
343.262, 2988, 1036.89, 0.347019
344.762, 2988, 1036.89, 0.347019
346.262, 2988, 1037.02, 0.347063
347.862, 2988, 1037.07, 0.347077
349.92, 2988, 1037.13, 0.347098
352.296, 2988, 1037.13, 0.347098
354.77, 2988, 1037.39, 0.347184
356.87, 2988, 1037.39, 0.347187
359.37, 2988, 1037.39, 0.347187
360.994, 2988, 1037.39, 0.347187
362.97, 2988, 1037.4, 0.34719
364.97, 2988, 1037.4, 0.34719
366.87, 2988, 1042.9, 0.349031
