Stamp, X, Y, Z, Yaw
0, 0.00469734, -0.00723003, -0.0243738, -0.031456
0.037, 0.00469993, -0.00731765, -0.0242439, -0.0314478
0.0714871, 0.00469687, -0.00738472, -0.0241023, -0.0314306
0.105487, 0.00464167, -0.00746232, -0.0239949, -0.0314206
0.134487, 0.00454567, -0.00754372, -0.0239075, -0.0314115
0.168981, 0.00445084, -0.00762216, -0.0238406, -0.0313925
0.203981, 0.00434327, -0.00770824, -0.0238601, -0.0313609
0.236981, 0.00425718, -0.00777486, -0.0237525, -0.0313484
0.270477, 0.00417409, -0.0078371, -0.0236717, -0.0313056
0.305477, 0.00407728, -0.00790999, -0.023866, -0.0312644
0.337477, 0.00397519, -0.00798718, -0.0239088, -0.0312425
0.376972, 0.00386938, -0.00806469, -0.0238336, -0.031208
0.410972, 0.00377426, -0.00813267, -0.0237875, -0.0311665
0.443475, 0.00368636, -0.00819396, -0.0237302, -0.0311526
0.478475, 0.0035961, -0.0082554, -0.0237044, -0.0311085
0.513475, 0.00350013, -0.00831896, -0.0237266, -0.0310741
0.546977, 0.00341931, -0.00837098, -0.0238302, -0.0310664
0.571977, 0.0033591, -0.00840878, -0.0239772, -0.0310672
0.606977, 0.00319865, -0.00846837, -0.0242309, -0.0310747
0.649477, 0.00291788, -0.00854807, -0.0245678, -0.0310777
0.682477, 0.00270954, -0.00860645, -0.024806, -0.0310779
0.713477, 0.00251765, -0.00865933, -0.0250979, -0.0310786
0.744992, 0.00233497, -0.00870956, -0.0254037, -0.0310779
0.776992, 0.0021579, -0.00875852, -0.0257141, -0.0310813
0.816992, 0.00195958, -0.00883127, -0.0259117, -0.0310778
0.946492, 0.0013871, -0.00904488, -0.0267317, -0.0310059
0.986969, 0.00124057, -0.00910648, -0.0268642, -0.0309921
1.01597, 0.00114169, -0.00915758, -0.0267511, -0.0309652
1.05445, 0.00102737, -0.00921306, -0.0266077, -0.0309543
1.08645, 0.000927816, -0.00926062, -0.0263652, -0.030932
1.12145, 0.000823807, -0.00930851, -0.025956, -0.0309117
1.15694, 0.000725222, -0.00935277, -0.0256142, -0.0309103
1.18694, 0.000650259, -0.00931276, -0.0253316, -0.0309114
1.21794, 0.000576873, -0.00925428, -0.0252672, -0.0309101
1.25744, 0.000488382, -0.00920827, -0.0252011, -0.0309104
1.28944, 0.000414101, -0.0091633, -0.0250093, -0.0309123
1.32144, 0.000339659, -0.00912355, -0.0247783, -0.0309221
