Stamp, Min, Max, Current closest distance, Mean closest distance, Current closest router distance, Min altitude, Max altitude, Current closest altitude, Mean closest altitude
0.972951, 1, 5, 0.852757, 0.852757, -1, -1, -1, 0.252845, 0.252845
1.02695, 1, 5, 0.852906, 0.852831, -1, -1, -1, 0.252948, 0.252897
1.06095, 1, 5, 0.853059, 0.852907, -1, -1, -1, 0.253036, 0.252943
1.10095, 1, 5, 0.853299, 0.853005, -1, -1, -1, 0.253257, 0.253021
1.13495, 1, 5, 0.853397, 0.853083, -1, -1, -1, 0.253374, 0.253092
1.17095, 1, 5, 0.853472, 0.853148, -1, -1, -1, 0.253486, 0.253158
1.20495, 1, 5, 0.853537, 0.853204, -1, -1, -1, 0.253619, 0.253224
1.23695, 1, 5, 0.853603, 0.853254, -1, -1, -1, 0.253742, 0.253288
1.27095, 1, 5, 0.853654, 0.853298, -1, -1, -1, 0.253849, 0.253351
1.30495, 1, 5, 0.853724, 0.853341, -1, -1, -1, 0.253937, 0.253409
1.33895, 1, 5, 0.853809, 0.853383, -1, -1, -1, 0.254037, 0.253466
1.37295, 1, 5, 0.853868, 0.853424, -1, -1, -1, 0.254136, 0.253522
1.40695, 1, 5, 0.853924, 0.853462, -1, -1, -1, 0.254239, 0.253577
