Stamp, X, Y, Z, Yaw
0, 0.00595926, -0.00678183, -0.0145608, -0.0348798
0.037, 0.00558886, -0.00686613, -0.0143291, -0.034896
0.0689603, 0.00532043, -0.00692627, -0.0142989, -0.0349087
0.10296, 0.00507371, -0.00698058, -0.0142538, -0.0349077
0.13396, 0.00484627, -0.00702997, -0.0140066, -0.0349055
0.17391, 0.00459937, -0.00712817, -0.0138575, -0.034902
0.20391, 0.00448911, -0.00728191, -0.0138856, -0.0349013
0.24191, 0.00432143, -0.00751787, -0.0140552, -0.0348972
0.26991, 0.00419997, -0.00768933, -0.0140617, -0.0348908
0.304833, 0.00408358, -0.00785029, -0.0140117, -0.034875
0.338833, 0.00397451, -0.00799996, -0.0139237, -0.0348654
0.373774, 0.00387317, -0.0081396, -0.0140778, -0.0348583
0.405774, 0.00377896, -0.00826986, -0.0143134, -0.0348505
0.438774, 0.00368272, -0.00832984, -0.0145545, -0.0348369
0.478721, 0.00354492, -0.00818017, -0.0148851, -0.034827
0.510721, 0.0034421, -0.00807225, -0.0153363, -0.0348194
0.542721, 0.00334747, -0.00797272, -0.0157497, -0.0348062
0.577685, 0.00325722, -0.00788172, -0.0160927, -0.0347968
0.608685, 0.00317594, -0.00779612, -0.0163451, -0.0347894
0.644685, 0.00313612, -0.00774302, -0.0167785, -0.0347868
0.681658, 0.0031098, -0.00771262, -0.0170291, -0.0347765
0.714658, 0.0030865, -0.00768325, -0.016954, -0.0347691
0.744658, 0.00306669, -0.00765479, -0.0168056, -0.0347507
0.780648, 0.00304252, -0.00762829, -0.0165927, -0.0347364
0.819648, 0.00304142, -0.00749225, -0.0163316, -0.0347094
0.844648, 0.00305873, -0.00732506, -0.016115, -0.0347011
0.884642, 0.00307478, -0.00711489, -0.0158183, -0.0346726
0.916642, 0.00309263, -0.00692137, -0.0153545, -0.0346525
0.952642, 0.00310914, -0.00674158, -0.0148602, -0.034621
0.988642, 0.00312003, -0.0065722, -0.0143947, -0.0345915
1.01564, 0.0031362, -0.00644062, -0.0139855, -0.0345598
1.04964, 0.0031849, -0.00624643, -0.0134848, -0.0345272
1.08863, 0.00322788, -0.00606493, -0.0131001, -0.0344735
1.11563, 0.003255, -0.0059354, -0.0128798, -0.0344466
1.15464, 0.00328635, -0.00577271, -0.0125311, -0.0343863
1.19264, 0.00332629, -0.00558941, -0.0119538, -0.0343139
1.22464, 0.0034008, -0.00543327, -0.0115173, -0.0342915
1.26065, 0.00351472, -0.00526835, -0.0111436, -0.0342571
1.29165, 0.00362177, -0.00511799, -0.0108636, -0.0342096
1.32365, 0.00371945, -0.00497547, -0.0106382, -0.0341877
1.36167, 0.00383297, -0.00481496, -0.0103516, -0.0341479
1.39267, 0.00390113, -0.00468744, -0.00994098, -0.0341165
1.42667, 0.00392311, -0.00454231, -0.00951, -0.0340939
1.46268, 0.00394344, -0.00440745, -0.00910776, -0.0340855
1.49368, 0.00396503, -0.00428659, -0.00886672, -0.0340676
1.52568, 0.00398366, -0.00417211, -0.00869852, -0.0340566
1.56069, 0.00399994, -0.00406353, -0.0085596, -0.0340498
1.60069, 0.00399683, -0.00411983, -0.00836929, -0.0340397
1.63269, 0.00396815, -0.00436485, -0.00846454, -0.0340397
1.66771, 0.00394193, -0.00458931, -0.00860442, -0.0340428
1.69571, 0.0039212, -0.00474234, -0.00869393, -0.034047
1.73171, 0.00389608, -0.00498588, -0.00903804, -0.034047
1.76675, 0.00387483, -0.00516194, -0.00929964, -0.0340507
1.80375, 0.00388136, -0.00545365, -0.00955078, -0.0340386
1.83875, 0.00390573, -0.00584259, -0.00987282, -0.034033
1.86879, 0.00391506, -0.00605868, -0.00988113, -0.0340163
1.90379, 0.00392656, -0.00632924, -0.00986268, -0.0340112
1.93379, 0.00393872, -0.00657765, -0.00968536, -0.0339927
1.97183, 0.00394562, -0.00681108, -0.00946792, -0.0339828
2.00883, 0.00399186, -0.00698133, -0.00926559, -0.0339747
2.04086, 0.00403073, -0.00709013, -0.0091922, -0.0339654
2.07686, 0.00406199, -0.00719736, -0.00906833, -0.0339563
2.10886, 0.0041027, -0.00731599, -0.00892329, -0.0339637
2.14192, 0.00412813, -0.00740878, -0.00895136, -0.0339697
2.17892, 0.0042427, -0.00754048, -0.00920434, -0.0339884
2.20892, 0.00434221, -0.00764269, -0.009283, -0.0340164
2.24197, 0.00443377, -0.00774019, -0.00919062, -0.0340278
2.28197, 0.00453669, -0.00785429, -0.00903471, -0.0340526
2.31097, 0.00459209, -0.00792399, -0.00894928, -0.0340755
2.34602, 0.0046633, -0.00800722, -0.00868995, -0.0340945
2.37702, 0.00474387, -0.00809866, -0.00834366, -0.0341138
2.41202, 0.00482216, -0.00819261, -0.00797167, -0.0341268
2.44508, 0.00489567, -0.00827787, -0.007316, -0.0341338
2.48708, 0.00498032, -0.00838225, -0.00641102, -0.0341746
2.51208, 0.00502785, -0.00844146, -0.00594248, -0.034197
2.55313, 0.0051017, -0.00853289, -0.00530884, -0.0342324
2.58813, 0.00515637, -0.00860758, -0.00490024, -0.0342472
2.62113, 0.00520706, -0.00867636, -0.00454308, -0.0342774
2.65217, 0.00525421, -0.00873854, -0.00418875, -0.0342871
2.68417, 0.00509772, -0.00869643, -0.0040075, -0.034301
2.72117, 0.00495434, -0.00866837, -0.00396707, -0.0343145
2.7552, 0.00482284, -0.00864058, -0.00411607, -0.0343267
2.7902, 0.00470019, -0.00862144, -0.004179, -0.0343483
2.8212, 0.00458735, -0.00860306, -0.00409576, -0.0343901
2.85524, 0.00448288, -0.00859128, -0.0038546, -0.0344156
2.89124, 0.00429235, -0.00849274, -0.00368534, -0.0344341
2.92324, 0.00411543, -0.00840119, -0.00332098, -0.0344591
