Stamp, X, Y, Z, Yaw
0, 0.00708639, -0.00720801, -0.0184543, -0.0303913
0.034, 0.00726617, -0.00706585, -0.0185033, -0.0304009
0.07, 0.00742755, -0.00695479, -0.0185994, -0.0304073
0.106, 0.00757304, -0.00685165, -0.0186032, -0.0304123
0.138, 0.00771313, -0.00676172, -0.0185726, -0.0304253
0.174, 0.00784332, -0.00667966, -0.0185498, -0.0304504
0.208, 0.00793854, -0.0066252, -0.0185303, -0.0304681
0.238, 0.0079575, -0.00636631, -0.018568, -0.0304964
0.27, 0.00798313, -0.00612998, -0.0186726, -0.0305151
0.304, 0.00800493, -0.00591386, -0.0188331, -0.0305214
0.34, 0.0080288, -0.00571341, -0.0190175, -0.0305458
0.376, 0.0080554, -0.00548349, -0.0192684, -0.0305723
0.41, 0.00796586, -0.00522165, -0.0195674, -0.0305814
0.442, 0.00778149, -0.00488655, -0.0200427, -0.030604
0.476, 0.00761125, -0.00457735, -0.020423, -0.030632
0.512, 0.00745745, -0.0042876, -0.0207157, -0.0306407
0.546, 0.00728147, -0.00395724, -0.021197, -0.0306493
0.58, 0.00715468, -0.0037097, -0.0216086, -0.0306583
0.614, 0.00705356, -0.00355983, -0.02189, -0.0306597
0.648, 0.00696276, -0.00345003, -0.0221902, -0.0306564
0.678, 0.00685909, -0.00331714, -0.0222094, -0.030656
0.718, 0.00678385, -0.00321439, -0.0221871, -0.0306628
0.752, 0.00671382, -0.00311768, -0.022251, -0.0306637
0.786, 0.00677496, -0.0028641, -0.0224231, -0.0306733
0.818, 0.00693297, -0.00259732, -0.0225693, -0.0306781
0.85, 0.00717524, -0.0021863, -0.0230338, -0.0306843
0.882, 0.00735229, -0.00188534, -0.0232786, -0.0306825
0.916, 0.0075556, -0.00153904, -0.0236245, -0.0306781
0.948, 0.00771, -0.00127197, -0.0238818, -0.0306668
0.982, 0.00784799, -0.00102463, -0.0240261, -0.0306586
1.018, 0.00796163, -0.000818571, -0.0240994, -0.030653
1.058, 0.00809249, -0.000581827, -0.0242667, -0.0306378
1.09, 0.00817333, -0.000432203, -0.0243052, -0.0306272
1.124, 0.00827116, -0.000252813, -0.0243593, -0.0306272
1.158, 0.00837005, -6.94675e-05, -0.0243166, -0.0306233
1.192, 0.00841899, 6.13019e-05, -0.0243214, -0.0306152
1.23, 0.0084062, 0.000216865, -0.0244399, -0.030613
1.264, 0.00840236, 0.000338939, -0.0244753, -0.0306092
1.298, 0.00839926, 0.000478822, -0.0241681, -0.0306132
1.334, 0.00840445, 0.000596082, -0.0237638, -0.0306127
1.368, 0.00840746, 0.000699656, -0.0233823, -0.0306171
1.398, 0.00840452, 0.000780859, -0.022998, -0.0306213
1.43, 0.00839976, 0.000850468, -0.0228248, -0.0306165
1.47, 0.00840228, 0.000929646, -0.0226275, -0.0305898
1.506, 0.00840377, 0.00101598, -0.0223981, -0.0305578
1.536, 0.00841212, 0.00109553, -0.0223539, -0.030546
1.576, 0.00841489, 0.00117056, -0.0224473, -0.0305187
1.608, 0.00842221, 0.0012371, -0.0226165, -0.0304821
1.644, 0.00843064, 0.00130247, -0.0228045, -0.0304633
1.678, 0.00835256, 0.00134566, -0.0228679, -0.0304285
1.712, 0.00827854, 0.00137827, -0.0228896, -0.0304061
1.744, 0.00821686, 0.00142223, -0.0231223, -0.0303899
1.778, 0.00816511, 0.00147285, -0.0231661, -0.0303614
1.812, 0.00810307, 0.00152044, -0.023153, -0.0303354
1.846, 0.00806395, 0.00157058, -0.0230378, -0.0303287
1.88, 0.0079463, 0.0014705, -0.0228924, -0.0303139
1.912, 0.00783991, 0.00138232, -0.0227573, -0.0302944
1.946, 0.00772173, 0.0012896, -0.0229035, -0.0302908
1.982, 0.0076645, 0.00126106, -0.0231449, -0.0302822
2.028, 0.00756718, 0.0011875, -0.0235383, -0.030289
2.062, 0.0075007, 0.0011302, -0.023808, -0.0302913
2.096, 0.00737365, 0.000982703, -0.0242633, -0.0302879
2.134, 0.00725352, 0.000835313, -0.0248473, -0.0302878
2.166, 0.00714698, 0.000712533, -0.0254371, -0.0302868
2.2, 0.00704803, 0.000595873, -0.0261202, -0.0302846
2.236, 0.00695972, 0.000496545, -0.0268847, -0.0302871
2.27, 0.00679739, 0.000388581, -0.027571, -0.0302851
2.302, 0.00666824, 0.000310014, -0.0279408, -0.0302841
2.34, 0.0065525, 0.000247078, -0.028083, -0.0302887
2.376, 0.00644472, 0.000179814, -0.027981, -0.0302909
2.41, 0.00632777, 0.000123588, -0.0277078, -0.0303119
2.444, 0.0062001, -7.90461e-06, -0.0274412, -0.0303247
2.478, 0.00607089, -0.000151743, -0.0274795, -0.0303297
2.51, 0.00595402, -0.000277941, -0.0275406, -0.0303423
2.55, 0.00582347, -0.000416282, -0.0273674, -0.0303639
2.586, 0.0057299, -0.000508327, -0.0271377, -0.0303716
2.622, 0.00565817, -0.00064581, -0.0269871, -0.0303856
2.654, 0.00560527, -0.000820148, -0.02689, -0.0304071
2.688, 0.00555782, -0.000968361, -0.0267514, -0.0304111
2.722, 0.00551443, -0.00110801, -0.0266818, -0.0304192
2.756, 0.00547573, -0.00122535, -0.0265983, -0.0304276
2.79, 0.00544079, -0.00133231, -0.0265099, -0.0304327
2.824, 0.00541536, -0.00145144, -0.0263228, -0.0304512
2.858, 0.00540904, -0.00162919, -0.0261547, -0.0304636
2.892, 0.00540248, -0.00182665, -0.0261985, -0.0304686
2.926, 0.00539815, -0.00196622, -0.0262194, -0.0304814
2.96, 0.00539466, -0.00208901, -0.0262145, -0.0305009
2.996, 0.00539178, -0.00219939, -0.0261164, -0.0305058
3.028, 0.00534798, -0.00227318, -0.0259839, -0.0305216
3.068, 0.00529515, -0.0023393, -0.0257557, -0.0305326
3.102, 0.00524787, -0.00239489, -0.0255338, -0.0305367
3.14, 0.00519567, -0.00245439, -0.0251413, -0.0305499
3.174, 0.00515884, -0.0024938, -0.0248622, -0.0305643
3.216, 0.00513891, -0.00251522, -0.0246568, -0.0305701
3.252, 0.00513354, -0.0025259, -0.0243219, -0.0305864
3.286, 0.0051291, -0.00253008, -0.0241238, -0.0306106
3.32, 0.00512544, -0.00253129, -0.0241049, -0.0306265
3.354, 0.00512195, -0.00253264, -0.0242419, -0.0306557
3.388, 0.00512004, -0.00252927, -0.0245702, -0.0307021
3.422, 0.0051413, -0.00274416, -0.0249476, -0.0307241
3.458, 0.00516576, -0.00298639, -0.0254177, -0.030769
3.49, 0.00518413, -0.00315946, -0.0255408, -0.0308197
3.526, 0.00520139, -0.00331525, -0.0254759, -0.0308397
3.56, 0.00521783, -0.00345777, -0.0252851, -0.0308849
3.592, 0.00523371, -0.00358784, -0.0250412, -0.0309246
3.63, 0.00526814, -0.00353506, -0.0247569, -0.0309472
3.664, 0.00529977, -0.00348625, -0.0244726, -0.0309757
3.698, 0.00532975, -0.00343909, -0.0240947, -0.0309952
3.73, 0.00536401, -0.0033839, -0.0237943, -0.0310093
3.764, 0.00538951, -0.00334099, -0.0237831, -0.0310369
3.798, 0.00537063, -0.00328132, -0.023797, -0.0310599
3.832, 0.00534053, -0.00321899, -0.0238273, -0.0310725
3.864, 0.00530696, -0.00314768, -0.0238145, -0.0311068
3.898, 0.00528325, -0.00309461, -0.0238489, -0.0311518
3.934, 0.00526339, -0.00304074, -0.0239499, -0.0311693
3.968, 0.00524593, -0.00298908, -0.0240696, -0.0312087
4.004, 0.00523075, -0.00293788, -0.0240853, -0.0312386
4.038, 0.00521389, -0.00287866, -0.0240433, -0.0312541
4.07, 0.00519931, -0.00282536, -0.0239432, -0.0312823
4.106, 0.00513551, -0.00276501, -0.0239521, -0.0313017
4.14, 0.00507785, -0.00270782, -0.0239164, -0.0313096
4.18, 0.00502552, -0.00265131, -0.023852, -0.0313172
4.214, 0.00496712, -0.00258523, -0.023746, -0.0313253
4.248, 0.00492606, -0.00253269, -0.0239046, -0.0313276
4.282, 0.00487374, -0.00248859, -0.0240614, -0.0313266
4.316, 0.00479394, -0.00242842, -0.0242573, -0.0313125
4.356, 0.00470417, -0.00235739, -0.0245262, -0.0313007
4.392, 0.00465443, -0.00231239, -0.0247106, -0.0312919
4.424, 0.00459384, -0.00225908, -0.0249151, -0.0312772
4.458, 0.00453799, -0.00220586, -0.0253263, -0.0312693
4.494, 0.00439145, -0.00238899, -0.0256093, -0.0312533
4.528, 0.00425544, -0.0025555, -0.0258797, -0.0312422
4.562, 0.00409955, -0.00274464, -0.0263303, -0.0312349
4.594, 0.00398205, -0.00288006, -0.026656, -0.0312197
4.63, 0.00387075, -0.00300245, -0.0269535, -0.0312114
4.662, 0.00381734, -0.00318796, -0.026917, -0.0312035
4.698, 0.00375485, -0.00339673, -0.0268255, -0.0311966
4.732, 0.0037049, -0.00354532, -0.0267348, -0.0311987
4.766, 0.00366772, -0.00364726, -0.0266513, -0.0312029
4.8, 0.00362124, -0.00377378, -0.0265771, -0.0312105
4.832, 0.00358212, -0.00390487, -0.0265787, -0.0312249
4.866, 0.00358147, -0.00396174, -0.0264925, -0.0312331
4.902, 0.00357985, -0.00401381, -0.0264722, -0.0312577
4.936, 0.00357978, -0.00407265, -0.0265898, -0.0312875
4.97, 0.00357526, -0.00411494, -0.0266333, -0.0312952
5.004, 0.00356992, -0.00415242, -0.026803, -0.0313298
5.042, 0.00360238, -0.00414508, -0.0271591, -0.0313452
5.078, 0.00362982, -0.00413797, -0.0275217, -0.0313549
5.112, 0.00365604, -0.00413088, -0.0279362, -0.0313814
5.146, 0.00367753, -0.00412373, -0.028353, -0.031397
5.18, 0.00369823, -0.00411466, -0.0288397, -0.0313996
5.216, 0.00371115, -0.00410718, -0.0291027, -0.0314
5.252, 0.00371611, -0.00410137, -0.0292489, -0.0313817
5.29, 0.00372735, -0.00409149, -0.0294771, -0.0313639
5.326, 0.00369907, -0.00416016, -0.0296223, -0.031337
5.36, 0.00366849, -0.0042216, -0.0298043, -0.031308
5.396, 0.00363595, -0.00428918, -0.0299012, -0.031291
5.436, 0.00361271, -0.00432559, -0.0299984, -0.0312646
5.47, 0.0035843, -0.00436955, -0.0300815, -0.0312392
5.504, 0.00354441, -0.00438528, -0.0300394, -0.0312324
5.542, 0.00347717, -0.00437465, -0.0298539, -0.0312202
5.578, 0.00342685, -0.0043661, -0.0298137, -0.0312266
5.612, 0.00337858, -0.00435734, -0.0295138, -0.0312281
5.648, 0.00333043, -0.00434829, -0.0292218, -0.0312313
5.682, 0.00327632, -0.00435606, -0.0288944, -0.0312549
5.716, 0.00320922, -0.0044179, -0.0287411, -0.0312686
