Stamp, Max volume, Current volume, Procentage
0.11, 2988, 7.318, 0.00244913
0.51, 2988, 7.318, 0.00244913
1.21, 2988, 8.453, 0.00282898
1.81, 2988, 8.803, 0.00294612
2.51, 2988, 9.205, 0.00308066
3.11, 2988, 20.037, 0.00670582
3.91, 2988, 52.789, 0.017667
4.91, 2988, 67.46, 0.022577
5.81, 2988, 67.703, 0.0226583
6.41, 2988, 67.777, 0.0226831
7.41, 2988, 67.867, 0.0227132
8.21, 2988, 69.061, 0.0231128
9.11, 2988, 70.216, 0.0234993
9.91, 2988, 70.332, 0.0235382
10.61, 2988, 70.335, 0.0235392
11.31, 2988, 70.34, 0.0235408
12.11, 2988, 70.343, 0.0235418
12.81, 2988, 70.356, 0.0235462
13.41, 2988, 70.4, 0.0235609
14.21, 2988, 70.4, 0.0235609
14.81, 2988, 70.4, 0.0235609
15.51, 2988, 70.4, 0.0235609
16.21, 2988, 70.426, 0.0235696
16.91, 2988, 70.483, 0.0235887
17.51, 2988, 70.558, 0.0236138
18.51, 2988, 70.558, 0.0236138
19.11, 2988, 70.558, 0.0236138
19.91, 2988, 70.558, 0.0236138
20.61, 2988, 70.558, 0.0236138
21.41, 2988, 70.558, 0.0236138
