Stamp, X, Y, Z, Yaw
0, -0.00118502, -0.00252542, 0.0403315, -0.0306827
0.0272235, -0.00118899, -0.00247189, 0.0405494, -0.0306861
0.0642235, -0.00118722, -0.00239265, 0.0409599, -0.0306883
0.0942235, -0.00117208, -0.0023244, 0.0410643, -0.030703
0.136449, -0.00116324, -0.00223821, 0.0410363, -0.0307145
0.165449, -0.00115645, -0.00217832, 0.0408348, -0.0307203
0.202449, -0.00116107, -0.00211097, 0.0405264, -0.0307215
0.23068, -0.00116647, -0.00206273, 0.0404292, -0.0307248
0.26668, -0.00116018, -0.0019271, 0.0403868, -0.0307274
0.30168, -0.00115124, -0.00173917, 0.0404593, -0.0307167
0.331913, -0.0011417, -0.00157024, 0.0407477, -0.0306873
0.368913, -0.00113581, -0.00137242, 0.0410813, -0.0306753
0.400913, -0.00113656, -0.00121994, 0.0412498, -0.0306533
0.437146, -0.00114348, -0.00107124, 0.0410449, -0.0306445
0.468146, -0.00113264, -0.00103378, 0.0408456, -0.0306326
0.502146, -0.00112457, -0.00101848, 0.040555, -0.0306453
0.536384, -0.00111982, -0.0010008, 0.0401601, -0.030656
0.575384, -0.00111698, -0.000978162, 0.0399518, -0.0306603
0.605384, -0.00111679, -0.000959513, 0.039924, -0.0306702
0.641633, -0.00112549, -0.000928332, 0.0400675, -0.0306881
0.667633, -0.00115523, -0.000916455, 0.0401521, -0.0306945
0.708633, -0.0012321, -0.000884686, 0.0404113, -0.030721
0.744887, -0.00129346, -0.000853854, 0.040751, -0.0307306
0.776887, -0.00135059, -0.000825488, 0.0410868, -0.0307334
0.807887, -0.00140452, -0.000798218, 0.0412606, -0.0307284
0.842146, -0.00146358, -0.000771811, 0.0416018, -0.0307357
0.873146, -0.00151524, -0.000740983, 0.0419486, -0.030755
0.910146, -0.00157489, -0.000706179, 0.0424777, -0.0307908
0.944408, -0.00160914, -0.000805442, 0.0427522, -0.0308184
0.976408, -0.00162677, -0.00102296, 0.0428378, -0.0308277
1.01041, -0.00164751, -0.00121634, 0.0429448, -0.0308569
1.04367, -0.00166879, -0.00139163, 0.0430698, -0.0308799
1.07467, -0.00169119, -0.00155104, 0.0434281, -0.0308865
1.11367, -0.00171811, -0.00177163, 0.0439759, -0.0309052
1.14893, -0.00172198, -0.00196211, 0.0442686, -0.0309258
1.17693, -0.00172321, -0.00210804, 0.0445432, -0.0309319
1.20693, -0.00172126, -0.00229254, 0.0450247, -0.0309463
1.24519, -0.0017288, -0.00245644, 0.0455041, -0.0309512
1.28219, -0.00174031, -0.00260357, 0.045866, -0.0309589
1.31745, -0.00175075, -0.00273865, 0.04621, -0.0309713
1.34445, -0.00176227, -0.00283103, 0.0463907, -0.0309735
1.37945, -0.00173629, -0.00293032, 0.0465437, -0.030971
1.41772, -0.00171926, -0.00301819, 0.0466115, -0.0309694
1.45272, -0.00171523, -0.00308041, 0.0464506, -0.0309737
1.47872, -0.00171457, -0.00312354, 0.0463238, -0.0309654
1.51798, -0.00171189, -0.00319062, 0.0461919, -0.0309483
1.55098, -0.00182348, -0.00331915, 0.0461586, -0.0309225
1.58098, -0.00192647, -0.00343545, 0.0461921, -0.0309086
1.62325, -0.00205291, -0.00356551, 0.0461488, -0.0308842
1.65425, -0.00214946, -0.00365943, 0.0460788, -0.0308721
1.68925, -0.00224666, -0.00374468, 0.0459649, -0.0308529
1.72154, -0.00235902, -0.00384046, 0.0461022, -0.0308476
1.74654, -0.00249156, -0.00394647, 0.0461457, -0.0308341
1.78654, -0.00269828, -0.00410633, 0.046193, -0.0308333
1.82083, -0.00285912, -0.00422193, 0.0462686, -0.0308403
1.85783, -0.00304336, -0.00435201, 0.046516, -0.0308366
1.88283, -0.00315434, -0.0044238, 0.0466813, -0.030842
1.92112, -0.00329152, -0.00442785, 0.0471786, -0.0308714
1.95812, -0.00337445, -0.00431042, 0.0475433, -0.0308994
1.98512, -0.00344062, -0.00419894, 0.0477127, -0.0309115
2.01942, -0.0035162, -0.00409396, 0.047805, -0.0309531
2.05742, -0.00360634, -0.00397016, 0.0479926, -0.0309845
2.09042, -0.0036847, -0.00387609, 0.0481745, -0.0310023
2.12172, -0.0036566, -0.00377568, 0.0484315, -0.0310341
2.15672, -0.00355085, -0.00366875, 0.0488086, -0.0310613
2.18872, -0.00345582, -0.0035689, 0.0491819, -0.0310796
2.22404, -0.00337528, -0.00347399, 0.049325, -0.0310919
2.26304, -0.00328512, -0.00336403, 0.0493214, -0.0311192
